nsa_name,temp_mean,temp_median,temp_min,temp_max
Forest Park Golf Course,24.657558334995176,24.7149562835693,23.9127597808838,24.5888538360596
Four By Four,26.10956667129118,26.09915256500245,25.6802196502686,25.9722309112549
Frankford,25.14216666946439,25.1411294937134,23.7416763305664,24.1578369140625
Franklin Square,25.980196556405794,25.9800567626953,25.3831672668457,25.7583808898926
Franklintown,23.865365715962888,23.913164138793952,23.1707801818848,23.2994709014893
Franklintown Road,24.966618911127554,24.96255350112915,24.4606704711914,24.6858100891113
Garwyn Oaks,24.5343155665269,24.5543975830078,24.0090293884277,24.2855968475342
Gay Street,26.620234472220716,26.6219539642334,26.4937191009521,26.5702896118164
Glen,24.84405822207761,24.7928280830383,23.7223739624023,24.2383060455322
Glen Oaks,24.926834758573946,24.88907623291015,24.2555065155029,24.3690433502197
Glenham-Belhar,25.26334390825935,25.266622543335,24.193265914917,24.350170135498
Graceland Park,26.725107191988602,26.75602436065675,26.2846164703369,26.3548641204834
Greektown,27.01306335723806,26.98450469970705,26.3868370056152,26.5991039276123
Greenmount Cemetery,26.361880296849968,26.356819152832,26.1038208007812,26.3183994293213
Greenmount West,26.722367814962208,26.694393157959,26.5482139587402,26.6430931091309
Greenspring,24.97272926374238,25.02191972732545,24.2258834838867,24.5242824554443
Grove Park,24.48121505396604,24.5418682098389,23.8652725219727,24.2097625732422
Guilford,24.55276022092568,24.54251432418825,23.6932239532471,23.9116973876953
Gwynns Falls,25.663097588990293,25.6216468811035,25.1826572418213,25.6207695007324
Gwynns Falls/Leakin Park,23.951141740256304,23.8028392791748,23.1005992889404,23.3322505950928
Hamilton Hills,25.187347822820232,25.21755027771,24.4340667724609,24.6947574615479
Hampden,25.388462988886218,25.34191608428955,24.0707206726074,24.7717628479004
Hanlon-Longwood,25.129057796162392,25.12236404418945,24.5491428375244,24.6660175323486
Harlem Park,25.838672742884317,25.8439645767212,25.363353729248,25.6697731018066
Harwood,26.483384843684263,26.52192831039425,26.2241058349609,26.3656024932861
Hawkins Point,25.755273819770967,25.7822322845459,23.9467926025391,24.7297801971436
Heritage Crossing,26.34673759771319,26.1271438598633,25.8402996063232,26.1615333557129
Herring Run Park,24.7208896509646,24.71600008010865,23.9683475494385,25.1995258331299
Highlandtown,26.882409102570115,26.9186496734619,26.1927471160889,26.6255531311035
Hillen,25.248307940384024,25.2333869934082,24.9813404083252,25.0376892089844
Hoes Heights,25.236200374343774,25.12757396698,24.6776466369629,24.8521862030029
Holabird Industrial Park,26.64033456565341,26.6302070617676,26.0134429931641,26.1234798431396
Hollins Market,26.315615876315967,26.3203377723694,25.9513664245605,26.2358493804932
Homeland,24.065190267839057,24.0039539337158,23.7434597015381,23.7798442840576
Hopkins Bayview,26.67591913520299,26.6387233734131,26.2496757507324,26.517053604126
Howard Park,24.310534517631414,24.265141963958747,23.0887336730957,23.6731204986572
Hunting Ridge,24.36295580136556,24.3633441925049,23.2695999145508,23.970666885376
Idlewood,25.11502354701837,25.0314502716064,24.364070892334,24.7321472167969
Inner Harbor,27.135242347190633,27.0908317565918,26.4995498657227,26.7302875518799
Irvington,25.34239482869441,25.338809967041,24.3301391601562,24.9819431304932
Johns Hopkins Homewood,25.216763522537782,25.1643896102905,24.2249164581299,24.9492301940918
Johnston Square,26.581165266522078,26.5646667480469,26.4162673950195,26.5282535552979
Jones Falls Area,25.79416310585913,25.8969459533691,24.5953102111816,24.767599105835
Jonestown,26.763866694525,26.67863273620605,26.3871440887451,26.6325035095215
Kenilworth Park,24.877493274029607,24.863842010498,24.6959838867188,24.7793502807617
Kernewood,24.76620488957697,24.6619758605957,24.1740703582764,24.679069519043
Keswick,24.346345354720615,24.3929319381714,23.7003440856934,24.0784301757812
Kresson,26.67533135680174,26.7783832550049,26.2370796203613,26.4260768890381
Lake Evesham,24.09281432110387,24.0492582321167,23.7632007598877,24.1149597167969
Lake Walker,24.21096229208225,24.205077171325698,23.9712390899658,24.1152591705322
Lakeland,25.943231225205242,25.960373878479,25.3559608459473,25.6334896087646
Langston Hughes,25.89025338829978,25.9132013320923,25.5367965698242,25.8340167999268
Lauraville,24.942950845311767,24.919349193572998,24.1213970184326,24.5660457611084
Levindale,25.17691908396685,25.1585893630981,24.4411029815674,24.6426658630371
Liberty Square,25.297137078092174,25.288761138916,24.7913970947266,25.2310695648193
Little Italy,27.108002760249608,27.1225695610046,26.6166191101074,26.8173542022705
Loch Raven,25.152634879074128,25.08006143569945,23.6268692016602,24.9033527374268
Locust Point,27.094494261495928,27.1421785354614,26.3831806182861,26.9943561553955
Locust Point Industrial Area,26.7874402022978,26.8823099136353,25.0133171081543,25.6946926116943
Lower Edmondson Village,25.596052041590184,25.59140014648435,25.4657859802246,25.6026496887207
Lower Herring Run Park,25.375339836210866,25.33121156692505,24.9517002105713,25.5441036224365
Loyola/Notre Dame,24.16270502017191,24.1518211364746,23.7894535064697,24.0936698913574
Lucille Park,25.78923861785771,25.8074598312378,25.4933528900146,25.7797203063965
Madison Park,26.47783133177949,26.373112201690653,26.1605167388916,26.1958408355713
Madison-Eastend,26.9133490982635,26.9278464317322,26.2922058105469,26.578670501709
Mayfield,25.14975397896301,25.1253299713135,24.5460433959961,24.7055339813232
McElderry Park,27.16085042848318,27.2638816833496,26.5740337371826,26.7029800415039
Medfield,25.210002848850525,25.2188105583191,24.2548141479492,24.740873336792
Medford,26.67152349470409,26.7381839752197,26.3358707427979,26.4631690979004
Mid-Govans,24.707077120251665,24.6725254058838,24.4542427062988,24.6362342834473
Mid-Town Belvedere,26.750213212079682,26.69443225860595,26.2639560699463,26.5448226928711
Middle Branch/Reedbird Parks,25.57745003492635,25.6675243377686,23.6799373626709,25.287109375
Middle East,26.686049073319946,26.7085266113281,26.352840423584,26.4773025512695
Midtown-Edmondson,25.567031463414665,25.5401582717896,25.3043937683105,25.3603000640869
Millhill,25.658033914856556,25.5839500427246,24.924503326416,25.128044128418
Milton-Montford,27.001152344236722,27.0832233428955,26.5188007354736,26.6914539337158
Mondawmin,25.957674293330623,25.954475402832,25.5197124481201,25.7547874450684
Montebello,25.324850266632694,25.360305309295647,23.8872470855713,24.7879867553711
Moravia-Walther,25.03351072473889,24.92882251739505,24.2940235137939,24.6550273895264
