OBJECTID,CSA2010,tpop10,male10,female10,paa17,pwhite17,pasi17,p2more17,ppac17,phisp17,racdiv17,age5_17,age18_17,age24_17,age64_17,age65_17,hhs10,femhhs17,fam17,hhsize10,mhhi17,hh25inc17,hh40inc17,hh60inc17,hh75inc17,hhm7517,hhpov17,hhchpov17,Shape__Are,Shape__Len,temp_mea_2,temp_med_2,temp_min_2,temp_max_2
"12",Dickeyville/Franklintown,"3731","1563","2168",80.595014741356195,9.541677834360760,1.661752881265070,5.601715357812910,0.804073974805682,1.795765210399350,36.353799038474598,14.848566068078201,9.112838381131059,10.024122219244100,54.435808094344601,11.578665237201800,"1877",68.837209302325505,24.712643678160902,2.180000000000000,41463.121951219502080,38.103448275862000,9.827586206896550,19.252873563218301,8.735632183908040,24.080459770114899,17.408906882591001,34.451901565995499,35719112.414245598018169,31637.817423799100652,23.5933363922797,23.5362739562988,23.0307559967041,24.3677768707275
"13",Dorchester/Ashburton,"11682","5354","6328",95.951035781544206,1.070022256462930,0.171203561034069,1.472350624892990,0.350967300119842,0.984420475945899,9.687104823946900,6.360212292415680,17.830850881698300,6.728299948638930,51.352508132169099,17.728128745077800,"4565",64.610389610389603,28.974600188146699,2.580000000000000,43640.576086956498330,27.539981185324500,19.308560677328298,18.673565380997101,7.737535277516460,26.740357478833399,17.445109780439100,43.492769744160100,34118277.181213401257992,27136.075711521898484,25.0744003119521,25.0517406463623,24.1677627563477,26.0058097839355
"14",Downtown/Seton Hill,"6533","3401","3132",29.021888871881199,43.961426603398102,16.255931425072699,1.607224858411140,4.194091535282410,4.959436705954380,69.322520991278097,1.729680085718650,3.535894688504510,18.475432420021399,71.268942292974103,4.990050512781260,"3676",73.271889400921594,6.149050722584300,1.550000000000000,53762.874558303803497,28.875035420799001,8.841031453669590,17.285349957495001,14.933408897704700,30.065174270331500,6.818181818181810,13.372093023255800,20736554.406494099646807,21565.859394559000066,26.7835099026213,26.7501707077026,25.9118499755859,28.1160202026367
"15",Edmondson Village,"8160","3794","4366",95.759803921568604,1.348039215686270,0.000000000000000,0.796568627450980,0.784313725490196,1.311274509803920,8.375595841622500,7.450980392156860,16.115196078431300,9.105392156862740,51.678921568627402,15.649509803921500,"2875",62.212943632567800,33.720520943329802,2.720000000000000,41642.113372093001090,24.639211545230499,23.372052094332901,25.096796902499101,10.066877859908400,16.825061598028800,8.887733887733880,25.280598610368699,23563061.044311501085758,21504.551357829001063,24.369169292341,24.2232398986816,23.1626758575439,26.0454196929932
"16",Fells Point,"9214","4517","4697",5.578467549381370,73.388322118515305,5.469937052311700,4.167571087475580,0.358150640329932,11.037551551986100,46.180817667811198,5.469937052311700,4.200130236596480,4.916431517256340,77.957456045148604,7.456045148686780,"4717",20.038167938931299,11.691209281570700,2.000000000000000,91207.166962699804571,12.672913877733100,7.407407407407400,10.263275323516201,11.512717536813900,58.143685854529203,3.263546798029550,7.336343115124150,12620515.717163100838661,27670.169915805301571,26.7700773283076,26.7929649353027,26.1739635467529,27.3154697418213
"17",Forest Park/Walbrook,"10156","4555","5601",95.057109098070100,2.116975187081520,0.059078377313903,1.693580149665220,0.049231981094919,1.024025206774320,10.833830242114599,6.675856636471050,15.931469082315800,7.680189050807400,54.647499015360303,15.064986215045201,"3943",70.961347869177402,25.454086781029201,2.470000000000000,42499.500000000000000,29.641775983854600,18.188698284560999,18.340060544904102,9.384460141271440,24.445005045408600,19.262672811059900,47.650417215634597,37200535.029663100838661,36886.899781127896858,24.1042069727214,24.1045360565186,23.0539627075195,25.6082992553711
"18",Glen-Fallstaff,"15914","7215","8699",63.063968832474501,28.503204725399002,1.577227598341080,1.570943823048880,0.785471911524443,4.499183109212010,54.158042609913700,7.113233630765360,18.398894055548499,6.428302123916040,50.351891416362903,17.707678773407000,"6414",42.777433353998703,25.199187626933199,2.320000000000000,40869.826000000000931,33.994688329948403,15.325730354632000,16.091235744414899,9.029839087642550,25.558506483361899,17.763938315539701,27.400641816835300,46995477.478149399161339,48549.004617929298547,24.9693798785697,24.8612022399902,23.6376457214355,26.1443996429443
"19",Greater Charles Village/Barclay,"16359","8438","7921",33.443364508833000,44.562626077388501,12.078977932636400,3.728834280824010,0.996393422580842,5.189803777737020,67.074975906462598,3.948896631823460,6.308454061984220,29.573934837092700,52.185341402286198,7.983373066813370,"7040",41.871921182266000,12.679575265459000,1.980000000000000,39097.219607843100675,35.774515927545202,14.943785134291000,17.192379762648301,6.136789506558400,25.952529668956899,18.991416309012799,40.369230769230697,27051213.455993700772524,26454.269211333201383,25.9463030706545,26.1408967971802,24.2249164581299,26.8634262084961
"20",Greater Govans,"10725","4684","6041",90.013986013985999,6.685314685314680,0.093240093240093,1.146853146853140,0.111888111888111,1.948717948717940,20.532109418331700,8.270396270396271,16.223776223776198,7.664335664335660,52.242424242424200,15.599067599067499,"4073",63.459915611814303,29.536390827517401,2.610000000000000,41249.750000000000000,28.290129611166499,20.338983050847400,17.946161515453600,11.640079760717800,21.784646061814499,19.532265049805101,47.240704500978403,22698495.717895500361919,22982.125714974001312,24.8812304218823,24.8900108337402,24.4446830749512,25.3274326324463
"21",Greater Mondawmin,"9089","3908","5181",94.003740785564901,1.496314225987450,0.407085487952470,2.640554516448450,0.429090108922873,1.023214875123770,12.833263252182601,3.817801738365050,14.280999009792000,17.163604356914899,48.740235449444299,15.997359445483500,"3466",74.387254901960702,25.676526117054699,2.490000000000000,37254.450980392102792,36.154814348646902,15.607300188797900,18.911264946507199,11.925739458779100,17.400881057268698,18.768328445747802,37.469135802469097,33663448.279113799333572,31136.731890351500624,25.4853173751521,25.3937168121338,24.6224803924561,26.2397575378418
"22",Greater Roland Park/Poplar Hill,"7625","3632","3993",5.993442622950820,77.770491803278603,8.996721311475410,3.016393442622950,0.957377049180328,3.265573770491800,37.465108346496699,5.534426229508190,14.216393442622900,10.098360655737700,49.770491803278603,20.380327868852401,"3398",9.241706161137440,26.532536938069700,1.990000000000000,113496.137873754007160,9.525306507387610,8.393586922351460,8.299276956931781,8.425023577491350,65.356806035837707,2.146892655367230,3.792415169660670,56688145.179016098380089,39862.749795311799971,24.0743674470168,24.0186233520508,23.3072109222412,25.7572898864746
"23",Greater Rosemont,"17348","8093","9255",96.812312658519701,1.562139727922520,0.155637537468296,0.593728383675351,0.230574129582660,0.645607562831450,7.183751669278630,7.049804011989850,16.376527553608401,10.750518791791499,54.236799631081297,11.586350011528699,"6893",64.693556836039804,32.560122804025198,2.790000000000000,35055.407635467898217,35.391437830462202,21.456592188299499,16.629711751662899,8.732730683950191,17.789527545625099,23.633879781420699,43.246623311655803,42204384.540649399161339,32559.076221149098274,25.2542198763095,25.3807163238525,23.6232471466064,26.2309608459473
"24",Hamilton,"13866","6529","7337",61.676042117409402,30.664935814221799,1.550555315159380,4.038655704601180,0.432713111207269,1.637097937400830,52.425468895970603,6.851290927448430,18.967258041251899,6.771960190393760,58.322515505553099,9.086975335352660,"5139",41.388737014762100,35.459480418766901,2.500000000000000,65130.499065420503030,19.174098487785901,13.474214811942600,13.803799922450500,10.372237301279499,43.175649476541203,8.997655334114880,13.077790304396800,45191100.559387199580669,27712.111091505401419,25.1915328065557,25.1594009399414,24.193265914917,26.2455825805664
"25",Harford/Echodale,"16138","7642","8496",57.181806915354997,37.247490395340101,0.601065807411079,1.716445656215140,0.000000000000000,3.253191225678520,54.643662355479002,8.352955756599330,11.414053786094900,6.927748172016350,61.054653612591402,12.250588672697900,"6914",41.516853932584198,26.464466250371601,2.420000000000000,55808.703889585900470,19.357716324710001,12.949747249479600,22.658340767172099,11.477847160273500,33.556348498364500,10.157096424702001,18.230647709320600,65360039.169860802590847,40019.185400199603464,25.1972219155453,25.2523756027222,24.2288265228271,26.2551574707031
"26",Highlandtown,"7627","4027","3600",10.554608627245299,68.532843844237505,1.822472794021240,2.228923561033170,0.000000000000000,16.861151173462599,51.035662053234297,9.230365805690310,5.965648354529950,7.093221450111440,68.257506227874600,9.453258161793620,"3196",12.668918918918900,17.274584184417801,2.290000000000000,82652.132926829202916,16.982783775897200,10.067114093959701,10.533994747592599,8.754012255617150,53.662095126933103,6.652512384996460,14.610673665791699,11684191.118652300909162,14976.123851369800832,26.8723042293847,26.8881702423096,26.1222534179688,27.4362125396729
"27",Howard Park/West Arlington,"11315","5413","5902",94.060980998674296,3.084401237295620,0.185594343791427,1.732213875386650,0.159080866106937,0.777728678745028,11.580625825948500,4.171453822359700,11.498011489173599,8.360583296509050,51.206363234644201,24.763588157313301,"4204",40.143369175627200,20.439560439560399,2.540000000000000,53318.252212389299530,27.912087912087902,11.062271062271000,16.556776556776502,11.697191697191601,32.771672771672698,15.471869328493600,21.644774414620201,63262430.073059096932411,36034.498446971898375,24.4459007523681,24.4592561721802,23.0682563781738,25.8432025909424
"28",Inner Harbor/Federal Hill,"13589","6663","6926",13.886231510780700,71.918463463095094,5.224814187946130,2.715431599087490,1.000809478254470,5.254249760835970,45.449877128464998,4.268158069026410,5.681065567738610,10.162631540216299,68.901317241886801,10.986827581131701,"6724",22.831632653061199,11.846479298881800,1.960000000000000,98763.464579901105026,14.853430039286700,7.026291931097000,11.952251435478900,7.449380477485640,58.718646116651499,2.335708630245440,8.212927756653990,24995836.261596698313951,43415.059547886201472,26.9449841414915,26.9054718017578,26.228982925415,28.0888938903809
"29",Lauraville,"12219","5957","6262",53.940584335870298,36.623291595056799,0.621982158932809,2.708895981667890,2.226041410917420,3.879204517554620,58.336013987196800,5.761518945903920,13.151649071118699,8.863245764792531,56.755872002618801,15.467714215565900,"4686",32.000000000000000,25.195968645016698,2.580000000000000,67320.371815286605852,14.333706606942799,11.265397536394101,17.536394176931601,14.064949608062699,42.799552071668501,7.488679902473000,16.561656165616501,49665744.235473603010178,34419.676527973002521,24.9835715701089,24.9893550872803,23.8872470855713,26.428596496582
"30",Loch Raven,"17066","7879","9187",87.020977381928901,8.326497128794090,0.919957810851986,0.720731278565569,0.984413453650533,2.027422946208830,25.742666552260701,3.855619360131250,17.871791866869799,10.201570373842699,53.252080159381201,14.818938239774900,"6589",59.182617692705598,29.072040908407200,2.340000000000000,52079.980660377303138,18.213265152654500,16.604000601594201,27.808693036546799,12.137163483230500,25.236877725973802,5.385029617662890,6.473641081671670,44147812.326538100838661,29314.334671828601131,24.9748704299769,25.0167427062988,23.539457321167,25.8935165405273
"31",Madison/East End,"6591","3051","3540",87.892580791989005,1.365498406918520,0.136549840691852,0.303444090426338,1.365498406918520,8.936428463055680,28.790529833861299,9.103322712790160,20.027309968138301,12.547413139129100,50.144135942952502,8.177818236989831,"2302",80.845771144278601,38.086215063950704,3.310000000000000,29975.856481481401715,44.907626717195598,12.979630506868700,19.327333017527199,7.200378967314060,15.585030791094200,33.742331288343500,56.125654450261699,8897845.191894529387355,13120.158719364200806,26.9081361123617,26.8807916641235,26.2922058105469,27.4682903289795
"32",Medfield/Hampden/Woodberry/Remington,"16346","7936","8410",10.742689342958499,77.119784656796696,5.377462376116480,2.783555609935150,0.312002936498225,3.664505077694840,39.038936660758303,5.560993515233080,7.102655083812550,6.784534442677100,66.407683837024294,14.144133121252899,"8289",20.401606425702798,16.325727773406701,2.080000000000000,65098.547589616799087,16.850249147652701,14.253868345135000,15.289798059270900,10.608444794125299,42.997639653815803,5.980484734025810,8.452088452088450,62441489.239807099103928,43152.625699222000549,25.2679293147039,25.2251815795898,24.0707206726074,26.8185195922852
"33",Midway/Coldstream,"9147","4390","4757",91.800590357494201,4.373018476003060,0.634087679020443,1.486826281841040,0.295178747130206,1.410298458510980,17.172181529030500,6.297146605444400,14.627746802230201,8.658576582486059,53.460150869137401,16.956379140701799,"3212",69.714285714285694,29.590801487994501,2.980000000000000,35273.382812500000000,38.383496787284400,17.754480892796700,20.527561717957301,6.087250591816030,17.247210010145398,22.603878116343399,49.336165693043000,17884471.286254901438951,22767.827416190400982,26.4475570510628,26.6174240112305,25.2549839019775,27.0546398162842
"34",Morrell Park/Violetville,"7662","3625","4037",22.056904202558002,61.798486034977799,3.706604019838160,2.479770294962150,0.548159749412686,9.410075698251109,60.847428847928903,4.920386322109110,11.837640302793000,5.977551553119290,58.888018794048499,18.376403027929999,"3785",36.322188449847999,20.146968769136500,2.340000000000000,40950.896739130403148,32.976117575015301,15.952235150030599,17.666870789957098,9.399877526025710,24.004898958971200,12.808539026017300,15.354017501988800,67470845.990112304687500,44412.745130342002085,25.8101319078492,25.8469009399414,24.3301391601562,27.340482711792
"35",Mount Washington/Coldspring,"4983","2215","2768",25.426449929761102,64.659843467790495,4.796307445314060,0.883002207505518,0.000000000000000,4.234396949628730,52.334579982084598,10.535821794099901,12.723259080874900,3.030303030303030,55.187637969094901,18.522978125627102,"2466",16.869565217391301,24.646378054007702,1.930000000000000,79992.616379310304183,15.645092156022200,9.344192027432490,10.801543077582499,11.230175739391299,52.978996999571301,1.996370235934660,3.796376186367550,56943058.649719201028347,38539.766148489899933,23.8688920748146,23.8494358062744,23.2822704315186,25.1076564788818
"36",North Baltimore/Guilford/Homeland,"17745","8159","9586",16.122851507466802,64.119470273316395,9.816849816849810,5.359256128486890,0.726965342349957,3.854606931530000,55.778064545760500,4.722457030149330,10.797407720484600,24.356156663848900,45.224006762468299,14.899971823048700,"6479",12.365591397849400,24.758735440931702,2.280000000000000,90704.500000000000000,15.590682196339399,10.648918469217900,8.236272878535770,8.186356073211311,57.337770382695503,3.482899278318160,4.497257769652650,74923987.693725600838661,42904.222144354396733,24.1928814895197,24.103853225708,23.3995208740234,25.5227298736572
"37",Northwood,"17542","8182","9360",84.494356401778504,7.559001254132930,0.786683388439174,2.531068293239080,0.541557405084939,4.087333257325270,31.428221930308698,3.893512712347500,10.933758978451699,27.682134306236399,42.361190286170299,15.129403716793901,"5532",43.076923076923002,26.056851311953299,2.500000000000000,55416.125000000000000,21.701895043731700,14.067055393585999,18.039358600583000,13.265306122448900,32.926384839650098,6.609017912291530,9.751037344398339,52743271.770629897713661,38889.894590886200604,25.1903877691594,25.2121200561523,24.0776329040527,26.3016166687012
"38",Orangeville/East Highlandtown,"10753","5551","5202",12.554635915558400,42.834557797823798,3.729191853436250,3.375802101739050,2.278433925416160,35.227378406026197,80.195162396056304,11.364270436157300,14.488979819585200,6.472612294243460,57.388635729563802,10.285501720450100,"3357",35.726351351351298,34.782608695652101,2.830000000000000,51915.301408450701274,24.794359576968201,15.981198589894200,17.655699177438301,8.108108108108100,33.460634547590999,13.236714975845400,22.486360093530699,89894372.211303696036339,47825.862926624402462,26.5885483154597,26.6501598358154,24.8854427337646,27.7608661651611
"39",Patterson Park North & East,"14176","6849","7327",32.181151241534899,48.779627539503302,2.610045146726860,2.165632054176070,0.246896162528216,14.016647855530399,66.084711753270000,8.500282167042890,14.270598194130899,7.449209932279910,62.634029345372397,7.145880361173810,"5289",27.473262032085501,28.306527909176900,2.760000000000000,69760.041751527402084,18.770104068117298,11.258278145695300,13.926206244087000,9.290444654683061,46.754966887417197,21.687667048491701,40.903426791277198,14507643.204406699165702,21786.374660101399058,26.8731541258971,26.91282081604,25.7461433410645,27.6541557312012
"40",Penn North/Reservoir Hill,"10569","5022","5547",83.990916832245205,10.966032737250400,0.624467783139369,0.879931876241839,0.662314315450846,2.876336455672240,31.631200145887099,6.850222348377330,16.974169741697398,8.231620777746230,56.940107862616998,11.003879269561899,"4248",62.184024266936298,22.951961011835600,2.330000000000000,34873.326815642401925,40.659085634717997,13.808308192155900,18.588999767927501,4.850313297748890,22.093293107449501,25.964546402502599,46.640000000000001,41059796.677307099103928,29078.838498554800026,25.1599493601103,25.0689029693604,23.9447174072266,26.546365737915
"41",Pimlico/Arlington/Hilltop,"10569","4761","5808",95.212413662598095,2.620872362569770,0.208155927713123,1.154319235500040,0.236540826946730,0.567697984672154,10.300265319505900,5.856750875201060,9.698173904815970,9.688712271738099,52.644526445264397,22.111836502980399,"4464",62.129527991218403,22.684262948207099,2.660000000000000,30582.407766990199889,42.131474103585603,16.459163346613501,15.313745019920299,6.424302788844620,19.671314741035800,19.119025304592299,38.960244648318003,30400962.005493201315403,24725.934069361199363,25.4609285188071,25.5184030532837,23.8294200897217,26.1664562225342
"42",Poppleton/The Terraces/Hollins Market,"4834","2281","2553",81.588746379809606,14.087712039718600,1.117087298303680,1.737691352916830,0.103434009102192,1.365328920148940,32.513167320923301,7.964418700868840,21.348779478692499,9.040132395531650,53.247827885808803,8.398841539098051,"2181",86.329866270430898,32.185557149689103,2.230000000000000,20409.009090908999497,57.245337159253900,14.777618364418901,7.651841224294590,6.838833094213290,13.486370157819200,44.972375690607699,57.445306986591298,9302012.999267579987645,12334.027534741100681,26.1844468382622,26.263557434082,25.3209495544434,27.2987861633301
"43",Sandtown-Winchester/Harlem Park,"13204","6026","7178",96.076946379884802,1.605574068464100,0.242350802787034,0.446834292638594,1.295062102393210,0.333232353832172,7.930831130038110,6.906997879430470,18.600424113904801,9.110875492275060,51.401090578612497,13.980611935777000,"5541",74.966170500676498,31.716738197424799,2.640000000000000,25208.913432835801359,49.699570815450599,15.278969957081500,13.626609442059999,8.819742489270380,12.575107296137300,35.045080360642800,56.704165399817498,23672092.868286099284887,20987.143306635400222,25.7798044301857,25.8138484954834,25.1289157867432,26.3300037384033
"44",South Baltimore,"7274","3681","3593",2.295848226560350,90.032994226010402,2.777014022546050,0.811108056090184,0.109980753368160,3.973054715424800,21.111913276884000,6.488864448721470,5.072862249106400,5.444047291723940,76.381633214187502,6.612592796260650,"3107",12.233009708737800,15.768524188609900,2.070000000000000,109295.240184756999952,7.562767911818730,5.296999387630120,10.869565217391299,6.705450091855480,69.565217391304301,0.826446280991735,0.118906064209274,46353935.425598099827766,68440.025826640106970,26.8119512728253,26.8869590759277,25.0199775695801,27.7706127166748
"45",Southeastern,"6041","2840","3201",29.581195166363099,41.251448435689397,2.002979639132590,1.026320145671240,0.546267174308889,25.591789438834599,79.170017127771104,10.826022181757899,22.363847045191100,5.197814931302760,48.998510180433698,12.613805661314300,"2452",41.604010025062600,35.784753363228702,2.640000000000000,33777.022222222200071,37.847533632286897,18.026905829596402,16.233183856502201,8.026905829596410,19.865470852017900,30.281690140845001,52.896725440806001,111251478.472229003906250,102291.480547697996371,26.7635361421081,26.8296670913696,24.8696231842041,27.7736759185791
"46",Southern Park Heights,"13792","6230","7562",93.322215777262102,2.965487238979110,0.413283062645011,1.377610208816700,0.036252900232018,1.885150812064960,15.329488730160300,6.685034802784220,14.551914153132200,7.946635730858460,55.597447795823598,15.218967517401300,"4739",66.804407713498605,30.187110187110100,2.720000000000000,24941.374639769401256,50.083160083160003,16.507276507276501,11.975051975051899,7.027027027027020,14.407484407484400,31.625755958733500,48.490107601527200,27876227.590820301324129,24052.221372192998388,25.1455123077564,25.1108493804932,24.2258834838867,25.9199199676514
"47",Southwest Baltimore,"16843","8130","8713",73.573591402956694,12.782758415959099,2.873597340141300,2.962655108947330,1.074630410259450,6.732767321736030,49.751398767876097,10.324763996912599,18.250905420649499,7.730214332363590,52.805319717389999,10.888796532684200,"6288",60.681114551083503,33.396519041874797,2.810000000000000,25427.842342342300981,49.508874719972397,17.404790625538499,12.011028778218099,9.581251077029121,11.494054799241701,35.783245094985901,49.225293132328297,37766068.836547903716564,28355.563581391001208,25.9549034604177,25.9941940307617,24.9021492004395,26.7419300079346
"48",The Waverlies,"8271","3646","4625",71.829283037117605,17.446499818643399,1.499214121629790,2.563172530528350,2.937976060935800,3.723854431144960,47.282600388325903,5.356063353887070,15.366944746705300,8.173135050175310,56.184258251722802,14.919598597509300,"3279",50.116279069767401,26.267562614538701,2.410000000000000,39098.017441860400140,34.056200366524102,16.890653634697600,14.996945632254100,7.727550397067800,26.328649969456301,20.514354066985600,44.224037339556503,20383750.543701201677322,18733.826879757001734,25.8731492862658,25.825777053833,24.9058837890625,26.7667331695557
"49",Washington Village/Pigtown,"5403","2663","2740",57.653155654266101,33.740514528965299,2.535628354617800,3.424023690542290,0.000000000000000,2.646677771608360,55.952112746291100,7.421802702202480,9.957431056820280,9.069035720895799,64.797334813992194,8.754395706089211,"2273",70.960187353629905,19.251577998196499,2.360000000000000,38851.688524590099405,37.511271415689798,13.119927862939500,14.697926059513000,6.762849413886380,27.908025247971100,22.574257425742498,34.242093784078499,39343262.037597700953484,36962.260094767698320,26.4826347446489,26.6337795257568,24.9414463043213,27.3893299102783
"50",Westport/Mount Winans/Lakeland,"6745","3320","3425",66.212008895478107,21.704966641957000,3.706449221645660,0.904373610081541,0.000000000000000,7.472201630837650,55.571716333141502,8.747220163083760,23.187546330615199,7.442550037064490,54.232765011119298,6.389918458117120,"2499",68.421052631578902,42.006802721088398,2.830000000000000,36645.240506329100754,35.799319727891103,16.454081632653001,15.476190476190400,10.629251700680200,21.641156462584998,21.822849807445401,40.186480186480097,45494092.950195297598839,42573.124416185099108,25.7780188860408,25.860445022583,23.7547702789307,26.7401638031006
"51",Oldtown/Middle East,"9474","4268","5206",87.217648300612197,8.718598268946590,1.794384631623390,0.474984167194426,0.189993666877770,1.604390964745610,25.284857745083801,3.694321300401090,20.698754485961501,11.705720920413700,51.688832594468998,12.212370698754400,"3792",86.709440879926603,26.991588322612500,2.250000000000000,19127.379487179401622,56.185056902523499,9.623948540326570,15.561603166749100,4.700643245917860,13.928748144482901,40.126291618828901,55.195089872862702,24585968.234191898256540,23866.328178886298701,26.7293064473138,26.7074899673462,26.3489799499512,27.3211040496826
