date_hour,mean_indoor_temperature,mean_indoor_heat_index,mean_indoor_relative_humidity,mean_outdoor_temperature,mean_outdoor_heat_index,indoor_temperature_difference,indoor_heat_index_difference
2019-07-17T00:00:00Z,82.9,84,50.7,82.9,89,0,-5
2019-07-17T01:00:00Z,82.8,84,50.1,82.9,88,-0.10000000000000853,-4
2019-07-17T02:00:00Z,82.7,83.5,49.4,82.9,88,-0.20000000000000284,-4.5
2019-07-17T03:00:00Z,82.4,83,49.5,81,86,1.4000000000000057,-3
2019-07-17T04:00:00Z,82.3,83,49.6,80.1,84,2.200000000000003,-1
2019-07-17T05:00:00Z,82.2,83,49.1,79,82,3.200000000000003,1
2019-07-17T06:00:00Z,82.2,83,49,80.1,84,2.1000000000000085,-1
2019-07-17T07:00:00Z,82.2,83,50,82.9,89,-0.7000000000000028,-6
2019-07-17T08:00:00Z,82.3,83,49.7,86,94,-3.700000000000003,-11
2019-07-17T09:00:00Z,82.7,83.9,52.1,91,103,-8.299999999999997,-19.099999999999994
2019-07-17T10:00:00Z,83,84.5,53.1,93.9,107,-10.900000000000006,-22.5
2019-07-17T11:00:00Z,83.3,85,53.6,95,101,-11.700000000000003,-16
2019-07-17T12:00:00Z,83.6,85.5,53.9,97,101,-13.400000000000006,-15.5
2019-07-17T13:00:00Z,83.7,85.4,53.3,98.1,110,-14.399999999999991,-24.599999999999994
2019-07-17T14:00:00Z,84.1,86,53,96.1,107,-12,-21
2019-07-17T15:00:00Z,84.3,86.1,52.5,96.1,106,-11.799999999999997,-19.900000000000006
2019-07-17T16:00:00Z,84.6,87,53.1,96.1,105,-11.5,-18
2019-07-17T17:00:00Z,84.7,87,52.4,93,101,-8.299999999999997,-14
2019-07-17T18:00:00Z,84.6,86.4,52.3,75.9,77,8.699999999999989,9.400000000000006
2019-07-17T19:00:00Z,84.2,86,52.1,75.9,77,8.299999999999997,9
2019-07-17T20:00:00Z,84.1,85.9,52,77,79,7.099999999999994,6.900000000000006
2019-07-17T21:00:00Z,83.9,85,51.1,78.1,81,5.800000000000011,4
2019-07-17T22:00:00Z,83.7,85.1,52.3,77,79,6.700000000000003,6.099999999999994
2019-07-17T23:00:00Z,83.7,85,52.3,78.1,81,5.6000000000000085,4
2019-07-18T00:00:00Z,83.5,85,51.2,78.1,81,5.400000000000006,4
2019-07-18T01:00:00Z,83.4,84.3,50.8,78.1,81,5.300000000000011,3.299999999999997
2019-07-18T02:00:00Z,83.2,84,50.6,78.1,81,5.1000000000000085,3
2019-07-18T03:00:00Z,83,84,50.9,78.1,81,4.900000000000006,3
2019-07-18T04:00:00Z,82.8,84,50.6,78.1,81,4.700000000000003,3
2019-07-18T05:00:00Z,82.6,83.6,50.7,79,83,3.5999999999999943,0.5999999999999943
2019-07-18T06:00:00Z,82.5,83.8,53.4,79,83,3.5,0.7999999999999972
2019-07-18T07:00:00Z,82.4,84,52.5,82,89,0.4000000000000057,-5
2019-07-18T08:00:00Z,82.6,83.9,53.2,86,96,-3.4000000000000057,-12.099999999999994
2019-07-18T09:00:00Z,82.9,84,52.5,86,93,-3.0999999999999943,-9
2019-07-18T10:00:00Z,82.8,83.9,51.3,86,92,-3.200000000000003,-8.099999999999994
2019-07-18T11:00:00Z,82.6,83,50.3,90,99,-7.400000000000006,-16
2019-07-18T12:00:00Z,82.6,83,50.3,91.9,102,-9.300000000000011,-19
2019-07-18T13:00:00Z,82.6,83.1,50.4,93.9,103,-11.300000000000011,-19.900000000000006
2019-07-18T14:00:00Z,82.6,83.1,50.3,91.9,101,-9.300000000000011,-17.900000000000006
2019-07-18T15:00:00Z,82.6,83.3,50.4,90,99,-7.400000000000006,-15.700000000000003
2019-07-18T16:00:00Z,82.9,84,51.7,88,97,-5.099999999999994,-13
2019-07-18T17:00:00Z,83.2,84.9,52.4,89.1,98,-5.8999999999999915,-13.099999999999994
2019-07-18T18:00:00Z,83.5,85,51.5,89.1,98,-5.599999999999994,-13
2019-07-18T19:00:00Z,83.6,85,51,89.1,97,-5.5,-12
2019-07-18T20:00:00Z,83.6,85,51.2,88,96,-4.400000000000006,-11
2019-07-18T21:00:00Z,83.7,85,51.3,88,96,-4.299999999999997,-11
2019-07-18T22:00:00Z,83.7,85,51.7,86,94,-2.299999999999997,-9
2019-07-18T23:00:00Z,83.7,85,52.3,84.9,92,-1.2000000000000028,-7
2019-07-19T00:00:00Z,83.6,85,51.2,84,91,-0.4000000000000057,-6
2019-07-19T01:00:00Z,83.5,84.9,50.7,82.9,89,0.5999999999999943,-4.099999999999994
2019-07-19T02:00:00Z,83.3,84,50.3,82.9,89,0.3999999999999915,-5
2019-07-19T03:00:00Z,83.1,84,50.4,82,87,1.0999999999999943,-3
2019-07-19T04:00:00Z,82.9,83.7,49.5,80.1,84,2.8000000000000114,-0.29999999999999716
2019-07-19T05:00:00Z,82.7,83,49.1,80.1,84,2.6000000000000085,-1
2019-07-19T06:00:00Z,82.6,83,49,82,86,0.5999999999999943,-3
2019-07-19T07:00:00Z,82.6,83,49,84.9,89,-2.3000000000000114,-6
2019-07-19T08:00:00Z,82.8,83.4,49.1,88,95,-5.200000000000003,-11.599999999999994
2019-07-19T09:00:00Z,83.5,84.6,50.4,90,98,-6.5,-13.400000000000006
2019-07-19T10:00:00Z,83.9,85,50.9,93,104,-9.099999999999994,-19
2019-07-19T11:00:00Z,84.1,85.6,51.2,93.9,104,-9.800000000000011,-18.400000000000006
2019-07-19T12:00:00Z,84.2,86,52,95,105,-10.799999999999997,-19
2019-07-19T13:00:00Z,84.1,85.7,51.3,96.1,105,-12,-19.299999999999997
2019-07-19T14:00:00Z,84.2,86,51.2,98.1,108,-13.899999999999991,-22
2019-07-19T15:00:00Z,84.4,86,51.5,98.1,107,-13.699999999999989,-21
2019-07-19T16:00:00Z,84.7,86.9,51.9,98.1,106,-13.399999999999991,-19.099999999999994
2019-07-19T17:00:00Z,85.1,87.4,52.6,97,106,-11.900000000000006,-18.599999999999994
2019-07-19T18:00:00Z,85.6,88,52.6,96.1,105,-10.5,-17
2019-07-19T19:00:00Z,85.7,88,51.8,95,103,-9.299999999999997,-15
2019-07-19T20:00:00Z,85.8,88.4,52.4,93.9,102,-8.100000000000009,-13.599999999999994
2019-07-19T21:00:00Z,86,89,52.7,91.9,100,-5.900000000000006,-11
2019-07-19T22:00:00Z,85.9,88.4,52,91,98,-5.099999999999994,-9.599999999999994
2019-07-19T23:00:00Z,85.8,87.9,50.9,89.1,96,-3.299999999999997,-8.099999999999994
2019-07-20T00:00:00Z,85.6,87.3,50.4,87.1,94,-1.5,-6.700000000000003
2019-07-20T01:00:00Z,85.4,87,49.5,87.1,94,-1.6999999999999886,-7
2019-07-20T02:00:00Z,85.2,86.6,49.1,86,92,-0.7999999999999972,-5.400000000000006
2019-07-20T03:00:00Z,85.1,86,48.9,84.9,90,0.19999999999998863,-4
2019-07-20T04:00:00Z,86,88.3,50.9,84,89,2,-0.7000000000000028
2019-07-20T05:00:00Z,87.3,91,53.1,82.9,88,4.3999999999999915,3
2019-07-20T06:00:00Z,87.8,91.8,52.7,84,90,3.799999999999997,1.7999999999999972
2019-07-20T07:00:00Z,86.8,90.2,53.6,86,92,0.7999999999999972,-1.7999999999999972
2019-07-20T08:00:00Z,86.4,90,54.4,89.1,97,-2.6999999999999886,-7
2019-07-20T09:00:00Z,86.6,89.7,52.8,93,103,-6.400000000000006,-13.299999999999997
2019-07-20T10:00:00Z,86.7,89.7,52,93.9,106,-7.200000000000003,-16.299999999999997
2019-07-20T11:00:00Z,87,90,52.3,95,106,-8,-16
2019-07-20T12:00:00Z,87.1,90,52.1,96.1,108,-9,-18
2019-07-20T13:00:00Z,87.1,90.1,52.4,96.1,108,-9,-17.900000000000006
2019-07-20T14:00:00Z,87.1,90.3,52.1,97,108,-9.900000000000006,-17.700000000000003
2019-07-20T15:00:00Z,87.3,90.9,52.2,98.1,108,-10.799999999999997,-17.099999999999994
2019-07-20T16:00:00Z,87.4,91,52,99,108,-11.599999999999994,-17
2019-07-20T17:00:00Z,87.7,91.4,52.4,97,107,-9.299999999999997,-15.599999999999994
2019-07-20T18:00:00Z,87.6,91,51.9,96.1,106,-8.5,-15
2019-07-20T19:00:00Z,87.7,91.6,52.6,95,103,-7.299999999999997,-11.400000000000006
2019-07-20T20:00:00Z,87.6,91,51.6,93.9,103,-6.300000000000011,-12
2019-07-20T21:00:00Z,87.4,90.1,50.1,91.9,101,-4.5,-10.900000000000006
2019-07-20T22:00:00Z,87.2,89.6,49.7,91.9,101,-4.700000000000003,-11.400000000000006
2019-07-20T23:00:00Z,87.1,89.9,50.3,91,100,-3.9000000000000057,-10.099999999999994
2019-07-21T00:00:00Z,87,89.6,50.6,88,97,-1,-7.400000000000006
2019-07-21T01:00:00Z,86.8,89,50.5,86,95,0.7999999999999972,-6
2019-07-21T02:00:00Z,86.6,89,50.6,86,95,0.5999999999999943,-6
2019-07-21T03:00:00Z,86.5,89,50.5,86,94,0.5,-5
2019-07-21T04:00:00Z,86.3,88.2,50,84,91,2.299999999999997,-2.799999999999997
2019-07-21T05:00:00Z,86.1,88,49.4,84,90,2.0999999999999943,-2
2019-07-21T06:00:00Z,86,88.2,51,86,93,0,-4.799999999999997
2019-07-21T07:00:00Z,85.8,87.6,49.9,88,96,-2.200000000000003,-8.400000000000006
2019-07-21T08:00:00Z,85.9,87.7,49.4,90,98,-4.099999999999994,-10.299999999999997
2019-07-21T09:00:00Z,86.4,88.5,49.8,93,103,-6.599999999999994,-14.5
2019-07-21T10:00:00Z,86.7,89,50,95,106,-8.299999999999997,-17
2019-07-21T11:00:00Z,86.8,89,50.4,96.1,105,-9.299999999999997,-16
2019-07-21T12:00:00Z,86.9,89,50.2,97,106,-10.099999999999994,-17
2019-07-21T13:00:00Z,86.9,89.1,50.3,100,111,-13.099999999999994,-21.900000000000006
2019-07-21T14:00:00Z,87,89.4,50.4,98.1,107,-11.099999999999994,-17.599999999999994
2019-07-21T15:00:00Z,87.1,90,50.7,99,110,-11.900000000000006,-20
2019-07-21T16:00:00Z,87.2,90,50.6,99,111,-11.799999999999997,-21
2019-07-21T17:00:00Z,87.4,91.2,53.1,98.1,106,-10.699999999999989,-14.799999999999997
2019-07-21T18:00:00Z,87.6,91.3,52.7,97,106,-9.400000000000006,-14.700000000000003
2019-07-21T19:00:00Z,87.6,91,52.5,96.1,106,-8.5,-15
2019-07-21T20:00:00Z,87.6,91.4,52.9,88,92,-0.4000000000000057,-0.5999999999999943
2019-07-21T21:00:00Z,87.6,90.7,51.2,84.9,88,2.6999999999999886,2.700000000000003
2019-07-21T22:00:00Z,87.3,89.9,49.5,81,84,6.299999999999997,5.900000000000006
2019-07-21T23:00:00Z,87.1,89,48.8,82,85,5.099999999999994,4
2019-07-22T00:00:00Z,86.9,88.9,48.1,81,85,5.900000000000006,3.9000000000000057
2019-07-22T01:00:00Z,86.7,88.1,47.7,80.1,83,6.6000000000000085,5.099999999999994
2019-07-22T02:00:00Z,86.5,88,47.2,80.1,83,6.400000000000006,5
2019-07-22T03:00:00Z,86.3,87.6,46.8,81,84,5.299999999999997,3.5999999999999943
2019-07-22T04:00:00Z,86,87,46.8,80.1,83,5.900000000000006,4
2019-07-22T05:00:00Z,85.8,86.8,46.4,80.1,83,5.700000000000003,3.799999999999997
2019-07-22T06:00:00Z,85.5,86,46.2,81,84,4.5,2
2019-07-22T07:00:00Z,85.1,85.6,45.6,82.9,86,2.1999999999999886,-0.4000000000000057
2019-07-22T08:00:00Z,85.1,85.8,46.5,86,90,-0.9000000000000057,-4.200000000000003
2019-07-22T09:00:00Z,85.3,86,46.4,89.1,94,-3.799999999999997,-8
2019-07-22T10:00:00Z,85.6,87,49.1,91.9,97,-6.300000000000011,-10
2019-07-22T11:00:00Z,85.9,88,50.5,93.9,98,-8,-10
2019-07-22T12:00:00Z,86,88.3,51,96.1,104,-10.099999999999994,-15.700000000000003
2019-07-22T13:00:00Z,86.1,88,50.3,95,101,-8.900000000000006,-13
2019-07-22T14:00:00Z,86.1,87.9,49,93.9,100,-7.800000000000011,-12.099999999999994
2019-07-22T15:00:00Z,86.1,87.4,48.2,93,101,-6.900000000000006,-13.599999999999994
2019-07-22T16:00:00Z,86,87.3,47.6,80.1,83,5.900000000000006,4.299999999999997
2019-07-22T17:00:00Z,85.9,87,47.3,81,84,4.900000000000006,3
2019-07-22T18:00:00Z,85.8,87,47.9,82,86,3.799999999999997,1
2019-07-22T19:00:00Z,85.8,87,47.3,82.9,87,2.8999999999999915,0
2019-07-22T20:00:00Z,85.8,86.6,45.8,82.9,87,2.8999999999999915,-0.4000000000000057
2019-07-22T21:00:00Z,85.6,86,45.6,79,81,6.599999999999994,5
2019-07-22T22:00:00Z,85.4,86,45.1,79,81,6.400000000000006,5
2019-07-22T23:00:00Z,85.3,86,44.9,79,81,6.299999999999997,5
2019-07-23T00:00:00Z,85.1,85.7,46.4,78.1,79,7,6.700000000000003
2019-07-23T01:00:00Z,84.8,85,45.3,77,78,7.799999999999997,7
2019-07-23T02:00:00Z,84.6,85,45,69.1,70,15.5,15
2019-07-23T03:00:00Z,84.3,84.6,45.5,70,71,14.299999999999997,13.599999999999994
2019-07-23T04:00:00Z,84,84,45.9,70,71,14,13
2019-07-23T05:00:00Z,83.7,84,45.2,70,71,13.700000000000003,13
2019-07-23T06:00:00Z,83.3,83.3,44.6,70,71,13.299999999999997,12.299999999999997
2019-07-23T07:00:00Z,83,83,44.2,71.1,72,11.900000000000006,11
2019-07-23T08:00:00Z,82.5,82.5,44.3,71.1,72,11.400000000000006,10.5
2019-07-23T09:00:00Z,82.2,82,44.7,71.1,72,11.100000000000009,10
2019-07-23T10:00:00Z,82,82,44.2,73.9,74,8.099999999999994,8
2019-07-23T11:00:00Z,81.8,82,43.8,75.9,76,5.8999999999999915,6
2019-07-23T12:00:00Z,81.7,82,43.8,75,75,6.700000000000003,7
2019-07-23T13:00:00Z,81.4,81,43.7,77,77,4.400000000000006,4
2019-07-23T14:00:00Z,81.2,81,44,77,77,4.200000000000003,4
2019-07-23T15:00:00Z,81,81,43.7,77,77,4,4
2019-07-23T16:00:00Z,80.9,81,43,77,77,3.9000000000000057,4
2019-07-23T17:00:00Z,80.6,81,43.4,77,77,3.5999999999999943,4
2019-07-23T18:00:00Z,80.3,80.7,45.6,77,77,3.299999999999997,3.700000000000003
2019-07-23T19:00:00Z,79.9,80,43.6,77,77,2.9000000000000057,3
2019-07-23T20:00:00Z,79.6,80,44.3,75.9,76,3.6999999999999886,4
2019-07-23T21:00:00Z,79.5,80,44,75,75,4.5,5
2019-07-23T22:00:00Z,79.1,79.2,43.5,73.9,74,5.199999999999989,5.200000000000003
2019-07-23T23:00:00Z,78.9,78.6,44.3,73.9,74,5,4.599999999999994
2019-07-24T00:00:00Z,78.6,78,43.6,73,73,5.599999999999994,5
2019-07-24T01:00:00Z,78.7,78.4,45.3,72,72,6.700000000000003,6.400000000000006
2019-07-24T02:00:00Z,79.6,80.7,51.9,71.1,72,8.5,8.700000000000003
2019-07-24T03:00:00Z,80.2,81.3,52.9,70,71,10.200000000000003,10.299999999999997
2019-07-24T04:00:00Z,80.1,81.2,51.5,70,70,10.099999999999994,11.200000000000003
2019-07-24T05:00:00Z,79.1,79.3,46.7,70,70,9.099999999999994,9.299999999999997
2019-07-24T06:00:00Z,78.6,78.1,45.5,70,70,8.599999999999994,8.099999999999994
2019-07-24T07:00:00Z,79.2,80.3,54.8,73.9,74,5.299999999999997,6.299999999999997
2019-07-24T08:00:00Z,80.2,81.7,56.8,75,75,5.200000000000003,6.700000000000003
2019-07-24T09:00:00Z,81,82.5,55.9,78.1,79,2.9000000000000057,3.5
2019-07-24T10:00:00Z,81.2,82.5,52.4,80.1,81,1.1000000000000085,1.5
2019-07-24T11:00:00Z,80.5,81,48.6,82.9,83,-2.4000000000000057,-2
2019-07-24T12:00:00Z,79.9,80.4,46.3,82.9,82,-3,-1.5999999999999943
2019-07-24T13:00:00Z,79.5,80,45.3,84.9,84,-5.400000000000006,-4
2019-07-24T14:00:00Z,79.3,79.9,44.4,84.9,84,-5.6000000000000085,-4.099999999999994
2019-07-24T15:00:00Z,79.2,79,44.2,86,85,-6.799999999999997,-6
2019-07-24T16:00:00Z,79.1,79,44.3,82.9,82,-3.8000000000000114,-3
2019-07-24T17:00:00Z,78.9,78.8,44.1,82.9,82,-4,-3.200000000000003
2019-07-24T18:00:00Z,78.8,78,43.6,82,82,-3.200000000000003,-4
2019-07-24T19:00:00Z,78.9,78.9,45.1,81,81,-2.0999999999999943,-2.0999999999999943
2019-07-24T20:00:00Z,78.7,78,43.8,79,79,-0.29999999999999716,-1
2019-07-24T21:00:00Z,78.5,78,43.7,77,77,1.5,1
2019-07-24T22:00:00Z,78.3,78,46.1,75.9,76,2.3999999999999915,2
2019-07-24T23:00:00Z,78.4,78,47,75,75,3.4000000000000057,3
2019-07-25T00:00:00Z,79.4,80.2,50.2,73,73,6.400000000000006,7.200000000000003
2019-07-25T01:00:00Z,79.9,80.7,50.6,73,73,6.900000000000006,7.700000000000003
2019-07-25T02:00:00Z,79.2,79.4,46.6,70,70,9.200000000000003,9.400000000000006
2019-07-25T03:00:00Z,78.7,78.3,45,70,70,8.700000000000003,8.299999999999997
2019-07-25T04:00:00Z,78.3,78,43.9,70,70,8.299999999999997,8
2019-07-25T05:00:00Z,78.2,78,46,70,70,8.200000000000003,8
2019-07-25T06:00:00Z,78.9,79.3,50.7,70,70,8.900000000000006,9.299999999999997
2019-07-25T07:00:00Z,79.6,80.8,53.4,73.9,74,5.699999999999989,6.799999999999997
2019-07-25T08:00:00Z,80.9,81.9,53.1,75.9,76,5,5.900000000000006
2019-07-25T09:00:00Z,82,83,50.7,79,80,3,3
2019-07-25T10:00:00Z,82.6,83,48.6,82,82,0.5999999999999943,1
2019-07-25T11:00:00Z,82.9,83,47.4,84,83,-1.0999999999999943,0
2019-07-25T12:00:00Z,83,83,46.7,84.9,84,-1.9000000000000057,-1
2019-07-25T13:00:00Z,83,83,46.1,84.9,84,-1.9000000000000057,-1
2019-07-25T14:00:00Z,83.1,83,45.1,84.9,84,-1.8000000000000114,-1
2019-07-25T15:00:00Z,83.2,83,44.6,87.1,86,-3.8999999999999915,-3
2019-07-25T16:00:00Z,83.3,83,44,86,84,-2.700000000000003,-1
2019-07-25T17:00:00Z,83.5,83,43.3,84.9,84,-1.4000000000000057,-1
2019-07-25T18:00:00Z,82.2,82,43.1,84,83,-1.7999999999999972,-1
2019-07-25T19:00:00Z,81.3,81.2,44.3,82.9,82,-1.6000000000000085,-0.7999999999999972
2019-07-25T20:00:00Z,81.1,81.1,46.1,82,82,-0.9000000000000057,-0.9000000000000057
2019-07-25T21:00:00Z,80.7,81,45.4,81,81,-0.29999999999999716,0
2019-07-25T22:00:00Z,80.3,80.9,45.3,80.1,81,0.20000000000000284,-0.09999999999999432
2019-07-25T23:00:00Z,80,80.1,44.6,77,77,3,3.0999999999999943
2019-07-26T00:00:00Z,79.6,80,44.4,75.9,76,3.6999999999999886,4
2019-07-26T01:00:00Z,79.4,80,44.5,75,75,4.400000000000006,5
2019-07-26T02:00:00Z,79.2,79.4,44.3,73.9,74,5.299999999999997,5.400000000000006
2019-07-26T03:00:00Z,78.9,78.5,43.6,72,72,6.900000000000006,6.5
2019-07-26T04:00:00Z,78.6,78,43.2,72,72,6.599999999999994,6
2019-07-26T05:00:00Z,78.5,78,43.6,72,72,6.5,6
2019-07-26T06:00:00Z,78,77.8,45.3,73,73,5,4.799999999999997
2019-07-26T07:00:00Z,78,77.3,44.3,77,77,1,0.29999999999999716
2019-07-26T08:00:00Z,78.1,77.7,43.9,81,81,-2.9000000000000057,-3.299999999999997
2019-07-26T09:00:00Z,78.7,78.1,44,84,83,-5.299999999999997,-4.900000000000006
2019-07-26T10:00:00Z,79.1,79,44.2,87.1,86,-8,-7
2019-07-26T11:00:00Z,79.2,79,44.5,84.9,84,-5.700000000000003,-5
2019-07-26T12:00:00Z,79.3,79.6,45.3,89.1,88,-9.799999999999997,-8.400000000000006
2019-07-26T13:00:00Z,79.3,80,45.7,89.1,88,-9.799999999999997,-8
2019-07-26T14:00:00Z,79.3,80,46.4,90,89,-10.700000000000003,-9
2019-07-26T15:00:00Z,79.4,80,46.3,90,88,-10.599999999999994,-8
2019-07-26T16:00:00Z,79.5,80,45.5,90,88,-10.5,-8
2019-07-26T17:00:00Z,79.6,80,45.8,87.1,85,-7.5,-5
2019-07-26T18:00:00Z,79.8,80,46.2,84.9,83,-5.1000000000000085,-3
2019-07-26T19:00:00Z,79.7,80,46.2,82.9,82,-3.200000000000003,-2
2019-07-26T20:00:00Z,79.5,80,44.6,82,82,-2.5,-2
2019-07-26T21:00:00Z,79.5,80,44,82,82,-2.5,-2
2019-07-26T22:00:00Z,79.4,80,44.2,81,81,-1.5999999999999943,-1
2019-07-26T23:00:00Z,79.3,79.7,43.6,79,79,0.29999999999999716,0.7000000000000028
2019-07-27T00:00:00Z,79.2,79,42.7,79,79,0.20000000000000284,0
2019-07-27T01:00:00Z,79,78.9,42.3,77,77,2,1.9000000000000057
2019-07-27T02:00:00Z,78.8,78.1,41.7,77,77,1.7999999999999972,1.0999999999999943
2019-07-27T03:00:00Z,78.6,78,41.7,75,75,3.5999999999999943,3
2019-07-27T04:00:00Z,78.5,78,42.4,73.9,74,4.599999999999994,4
2019-07-27T05:00:00Z,78.4,78,42.2,73,73,5.400000000000006,5
2019-07-27T06:00:00Z,78.3,78,41.8,73.9,74,4.3999999999999915,4
2019-07-27T07:00:00Z,78.1,78,41.5,78.1,79,0,-1
2019-07-27T08:00:00Z,78.1,78,42.1,81,83,-2.9000000000000057,-5
2019-07-27T09:00:00Z,78.4,78,42.6,84,86,-5.599999999999994,-8
2019-07-27T10:00:00Z,78.7,78,43.5,90,90,-11.299999999999997,-12
2019-07-27T11:00:00Z,78.9,78.7,44.6,91.9,92,-13,-13.299999999999997
2019-07-27T12:00:00Z,79.1,79,45.4,91,91,-11.900000000000006,-12
2019-07-27T13:00:00Z,79.2,79.4,44.9,91,92,-11.799999999999997,-12.599999999999994
2019-07-27T14:00:00Z,79.3,79.8,44.7,91.9,93,-12.600000000000009,-13.200000000000003
2019-07-27T15:00:00Z,79.3,79.8,44.7,90,91,-10.700000000000003,-11.200000000000003
2019-07-27T16:00:00Z,79.5,80.3,49.9,88,89,-8.5,-8.700000000000003
2019-07-27T17:00:00Z,80,81,52.5,88,89,-8,-8
2019-07-27T18:00:00Z,80.4,81,48.9,87.1,88,-6.699999999999989,-7
2019-07-27T19:00:00Z,80.4,81,47.9,84.9,86,-4.5,-5
2019-07-27T20:00:00Z,80.2,81,46.7,82.9,84,-2.700000000000003,-3
2019-07-27T21:00:00Z,80.2,80.8,47,82,83,-1.7999999999999972,-2.200000000000003
2019-07-27T22:00:00Z,79.9,80,45.1,80.1,82,-0.19999999999998863,-2
2019-07-27T23:00:00Z,79.6,80,44.6,79,81,0.5999999999999943,-1
2019-07-28T00:00:00Z,79.5,80,44.4,78.1,78,1.4000000000000057,2
2019-07-28T01:00:00Z,79.3,80,43.7,77,77,2.299999999999997,3
2019-07-28T02:00:00Z,79.2,79.3,43.4,77,77,2.200000000000003,2.299999999999997
2019-07-28T03:00:00Z,79,79,43,77,77,2,2
2019-07-28T04:00:00Z,79.3,79.4,44.9,75.9,76,3.3999999999999915,3.4000000000000057
2019-07-28T05:00:00Z,80.4,81,49.2,75,75,5.400000000000006,6
2019-07-28T06:00:00Z,81,82,51.8,75,75,6,7
2019-07-28T07:00:00Z,81.5,83,54,78.1,79,3.4000000000000057,4
2019-07-28T08:00:00Z,82.2,83.8,55.3,82,84,0.20000000000000284,-0.20000000000000284
2019-07-28T09:00:00Z,83.1,85.2,55.6,87.1,89,-4,-3.799999999999997
2019-07-28T10:00:00Z,83.7,86,55,89.1,91,-5.3999999999999915,-5
2019-07-28T11:00:00Z,84.2,86.2,54.3,90,91,-5.799999999999997,-4.799999999999997
2019-07-28T12:00:00Z,84.5,86.9,53.5,90,90,-5.5,-3.0999999999999943
2019-07-28T13:00:00Z,85.3,87.5,51.9,93,95,-7.700000000000003,-7.5
2019-07-28T14:00:00Z,86,88,50.2,93.9,94,-7.900000000000006,-6
2019-07-28T15:00:00Z,86.4,88,48.9,93.9,95,-7.5,-7
2019-07-28T16:00:00Z,86.5,88.2,49.4,93,94,-6.5,-5.799999999999997
2019-07-28T17:00:00Z,86.4,88.1,49.7,91.9,92,-5.5,-3.9000000000000057
2019-07-28T18:00:00Z,86.1,87.6,48.7,91,92,-4.900000000000006,-4.400000000000006
2019-07-28T19:00:00Z,85.1,86,47.2,90,91,-4.900000000000006,-5
2019-07-28T20:00:00Z,84.6,85,46.3,86,89,-1.4000000000000057,-4
2019-07-28T21:00:00Z,84.1,84.6,45.7,84,88,0.09999999999999432,-3.4000000000000057
2019-07-28T22:00:00Z,83.8,84,45.4,82.9,88,0.8999999999999915,-4
2019-07-28T23:00:00Z,83.6,84,45.4,82,86,1.5999999999999943,-2
2019-07-29T00:00:00Z,83.4,83.4,45.2,81,85,2.4000000000000057,-1.5999999999999943
2019-07-29T01:00:00Z,83.2,83,45,80.1,83,3.1000000000000085,0
2019-07-29T02:00:00Z,82.9,83,44.7,79,82,3.9000000000000057,1
2019-07-29T03:00:00Z,82.6,82.7,44.3,79,81,3.5999999999999943,1.7000000000000028
2019-07-29T04:00:00Z,82.3,82,44,78.1,79,4.200000000000003,3
2019-07-29T05:00:00Z,82.1,82,43.8,77,78,5.099999999999994,4
2019-07-29T06:00:00Z,81.8,82,44.1,78.1,79,3.700000000000003,3
2019-07-29T07:00:00Z,81.7,81.9,44.2,82,84,-0.29999999999999716,-2.0999999999999943
2019-07-29T08:00:00Z,81.6,81.5,43.7,84.9,88,-3.3000000000000114,-6.5
2019-07-29T09:00:00Z,81.8,82,45,88,91,-6.200000000000003,-9
2019-07-29T10:00:00Z,82.3,82.4,46.3,90,93,-7.700000000000003,-10.599999999999994
2019-07-29T11:00:00Z,82.2,82.4,45.7,91.9,95,-9.700000000000003,-12.599999999999994
2019-07-29T12:00:00Z,82.1,82,46,91.9,94,-9.800000000000011,-12
2019-07-29T13:00:00Z,82,82,45.5,96.1,99,-14.099999999999994,-17
2019-07-29T14:00:00Z,82.1,82,45.7,93.9,96,-11.800000000000011,-14
2019-07-29T15:00:00Z,82.2,82.1,45.8,91,96,-8.799999999999997,-13.900000000000006
2019-07-29T16:00:00Z,82.4,82.9,46,90,95,-7.599999999999994,-12.099999999999994
2019-07-29T17:00:00Z,82.7,83,46.9,91,94,-8.299999999999997,-11
2019-07-29T18:00:00Z,82.7,83,46,86,88,-3.299999999999997,-5
2019-07-29T19:00:00Z,82.6,83,44.9,87.1,91,-4.5,-8
2019-07-29T20:00:00Z,82.6,82.9,45.3,84.9,89,-2.3000000000000114,-6.099999999999994
2019-07-29T21:00:00Z,82.4,82.6,45.4,84.9,91,-2.5,-8.400000000000006
2019-07-29T22:00:00Z,82.4,82,44.9,84,90,-1.5999999999999943,-8
2019-07-29T23:00:00Z,82.2,82,44.4,82.9,88,-0.7000000000000028,-6
2019-07-30T00:00:00Z,82,82,44.1,82,86,0,-4
2019-07-30T01:00:00Z,81.9,82,43.5,81,84,0.9000000000000057,-2
2019-07-30T02:00:00Z,81.9,82.1,44,80.1,83,1.8000000000000114,-0.9000000000000057
2019-07-30T03:00:00Z,83.1,83.9,49.3,79,82,4.099999999999994,1.9000000000000057
2019-07-30T04:00:00Z,83.9,85.5,52.3,78.1,80,5.800000000000011,5.5
2019-07-30T05:00:00Z,83.7,84.9,50.7,78.1,79,5.6000000000000085,5.900000000000006
2019-07-30T06:00:00Z,82.8,83.1,46.7,78.1,80,4.700000000000003,3.0999999999999943
