ZIPCODE,kidney_disease_prev,copd_prev,asthma_prev,heart_attack_prev,congestive_artery_disease_prev,angina_pectoris_prev,heart_disease_prev,diabetes_prev,temp_median_aft,median_household_income_d,poverty_%
21201,0.225433526011561,0.291036980291107,0.155860435963507,0.0220071035587436,0.0881676997005362,0.00327320844069921,0.580472177728254,0.259140608677485,95.90000686645514,33877,30.799122532121594
21202,0.218647073726881,0.267291613883962,0.151950848745883,0.0264124651634153,0.0898783886496073,0.00291360526982518,0.568153027615911,0.247466430200152,97.10995864868168,44656,29.288528112689505
21205,0.226654740608229,0.312343470483005,0.168276684555754,0.0358974358974359,0.0986285032796661,0.00363744782349434,0.569707811568277,0.248002385211688,95.74159774780273,28675,37.13189973976168
21206,0.234083635305631,0.254450234083635,0.132118390774195,0.0289893405983019,0.0948501600232761,0.00301531462427593,0.584362684159018,0.262543973338271,94.12236747741704,50975,14.026050917702781
21207,0.252243498142326,0.223120891683338,0.122349242640755,0.023492426407545,0.101571877679337,0.00257216347527865,0.622549299799943,0.290911689054015,93.49630813598631,59013,13.014027972320363
21209,0.168483713463982,0.147883084743495,0.0807303859273627,0.0234098053641897,0.071567119256237,0.00260852116915257,0.496689184669922,0.172296167480436,93.10016174316404,78900,7.645471780662097
21210,0.16677440206852,0.142210730446025,0.0586080586080586,0.0206851971557854,0.0659340659340659,0.00280112044817927,0.56431803490627,0.14027149321267,93.20989456176764,93203,8.354997758852532
21211,0.198243867113243,0.263057843758486,0.0922422377115959,0.0252557255363447,0.103648049244139,0.0029872363537612,0.586222503847198,0.235720105005884,94.77475280761712,63733,10.838420331381588
21212,0.220388027133438,0.222522650728144,0.122527394336132,0.0243347089796499,0.0961054978416584,0.00232436791423557,0.585361225748304,0.25160096769603,93.50357627868657,73244,13.3015494636472
21213,0.25754193507239,0.298902991262198,0.178742266726194,0.0314752216340328,0.103896932202309,0.00315708910007016,0.611933159002487,0.272849033739397,95.43202018737799,34917,28.151712784144873
21214,0.235657730240311,0.233226837060703,0.104042228087234,0.0295874427003751,0.106820391721072,0.00291707181552993,0.607098208084456,0.277260730657036,93.76628341674812,65792,12.06930114853027
21215,0.254222883246574,0.25000885300471,0.143099968129183,0.0240801728106519,0.108750309855165,0.00214242713977124,0.636725804738128,0.291122206877014,94.62790679931645,36500,25.59840653868608
21216,0.25817513345353,0.273235054972249,0.158906918372397,0.0202566550005303,0.0949552798105137,0.00258069077668187,0.61826987662177,0.281860925513487,93.98787078857414,37314,26.17729478504545
21217,0.238335552184278,0.284528932784297,0.162450849871513,0.0206817548530914,0.0929750147063377,0.00266262113378123,0.590327873927985,0.242050837487229,95.76754608154297,28116,36.66991507726577
21218,0.253384288290228,0.27502220308421,0.145221627149662,0.0248136286567807,0.104448690690852,0.00309497537476115,0.633581828457626,0.278574696557849,95.23146133422861,43352,24.547429398986242
21222,0.214265982636148,0.29672454617206,0.100236779794791,0.0468232044198895,0.100157853196527,0.00299921073401736,0.604972375690608,0.260536700868193,95.05787048339846,50644,14.372016158648549
21223,0.225978647686833,0.303437570985084,0.166351177405921,0.0178314530173393,0.081774816385250207,0.00287726205799955,0.562845460740516,0.245324449155751,95.44959487915034,26899,38.48148620499086
21224,0.181156405990017,0.247062188019967,0.10693115640599,0.0346557820299501,0.0862104825291181,0.00275582362728785,0.488144758735441,0.204866888519135,95.27554397583015,65501,17.651847586521853
21225,0.194651331970762,0.287802681262341,0.126060899989608,0.0317663768316763,0.0849412824332283,0.00256348079121488,0.548654172584612,0.23771088093671,94.46009750366215,41904,24.852323244625786
21226,0.173477109345441,0.278282255013243,0.106507756337495,0.0315928868709799,0.0817253121452894,0.00340522133938706,0.516647748770337,0.230419977298524,95.06192169189453,73438,15.406525116519937
21227,0.192418804167031,0.235621115293706,0.0899501006740786,0.0254749190230237,0.0843473693425545,0.00262628031165193,0.529283025474919,0.226998161603782,94.19586944580087,64692,16.485253332538097
21229,0.269760837486427,0.25595122087034,0.136063702425035,0.0201575855444497,0.0966116323746415,0.00180972798396303,0.599632486009411,0.281036834924966,93.86475524902346,47422,18.574373212182397
21230,0.16485141195604,0.241979202602139,0.105317628505249,0.0240993543935735,0.0726430437139619,0.00216844906608841,0.486964664136809,0.202749987679267,95.26861228942869,73762,14.706222530650011
21231,0.177215189873418,0.241508059375285,0.130771332301248,0.0241325926600492,0.0805937528458246,0.00318732355887442,0.489390765868318,0.200801384209088,95.91853256225582,69979,19.805194805194805
21237,0.226378587552402,0.237204588381628,0.0870226194315198,0.0351960197171419,0.0958676924494403,0.00262588105219514,0.592573824112038,0.246095729488184,94.13182601928716,64758,7.8988782856186175
21239,0.259015455065827,0.241795458881893,0.12726578897157,0.028143484067926,0.116342301087579,0.00372066399542072,0.638189276855562,0.296889906506392,93.83539428710944,52811,11.91944371556022
