geoid10,name,population_2010
245101307005005,"Block 5005, Block Group 5, Census Tract 1307, Baltimore city, Maryland",168
245101307005006,"Block 5006, Block Group 5, Census Tract 1307, Baltimore city, Maryland",37
245101307005007,"Block 5007, Block Group 5, Census Tract 1307, Baltimore city, Maryland",4
245101307005008,"Block 5008, Block Group 5, Census Tract 1307, Baltimore city, Maryland",411
245101307005009,"Block 5009, Block Group 5, Census Tract 1307, Baltimore city, Maryland",41
245101307005010,"Block 5010, Block Group 5, Census Tract 1307, Baltimore city, Maryland",63
245101307005011,"Block 5011, Block Group 5, Census Tract 1307, Baltimore city, Maryland",20
245101307005012,"Block 5012, Block Group 5, Census Tract 1307, Baltimore city, Maryland",36
245101307005013,"Block 5013, Block Group 5, Census Tract 1307, Baltimore city, Maryland",37
245101307005014,"Block 5014, Block Group 5, Census Tract 1307, Baltimore city, Maryland",144
245101307005015,"Block 5015, Block Group 5, Census Tract 1307, Baltimore city, Maryland",0
245101307006000,"Block 6000, Block Group 6, Census Tract 1307, Baltimore city, Maryland",0
245101307006001,"Block 6001, Block Group 6, Census Tract 1307, Baltimore city, Maryland",117
245101307006002,"Block 6002, Block Group 6, Census Tract 1307, Baltimore city, Maryland",334
245101307006003,"Block 6003, Block Group 6, Census Tract 1307, Baltimore city, Maryland",49
245101307006004,"Block 6004, Block Group 6, Census Tract 1307, Baltimore city, Maryland",91
245101307006005,"Block 6005, Block Group 6, Census Tract 1307, Baltimore city, Maryland",147
245101307006006,"Block 6006, Block Group 6, Census Tract 1307, Baltimore city, Maryland",0
245101307006007,"Block 6007, Block Group 6, Census Tract 1307, Baltimore city, Maryland",151
245101308031000,"Block 1000, Block Group 1, Census Tract 1308.03, Baltimore city, Maryland",2
245101308031001,"Block 1001, Block Group 1, Census Tract 1308.03, Baltimore city, Maryland",218
245101308031002,"Block 1002, Block Group 1, Census Tract 1308.03, Baltimore city, Maryland",25
245101308031003,"Block 1003, Block Group 1, Census Tract 1308.03, Baltimore city, Maryland",205
245101308031004,"Block 1004, Block Group 1, Census Tract 1308.03, Baltimore city, Maryland",156
245101308031005,"Block 1005, Block Group 1, Census Tract 1308.03, Baltimore city, Maryland",0
245101308031006,"Block 1006, Block Group 1, Census Tract 1308.03, Baltimore city, Maryland",0
245101308032000,"Block 2000, Block Group 2, Census Tract 1308.03, Baltimore city, Maryland",2
245101308032001,"Block 2001, Block Group 2, Census Tract 1308.03, Baltimore city, Maryland",16
245101308032002,"Block 2002, Block Group 2, Census Tract 1308.03, Baltimore city, Maryland",19
245101308032003,"Block 2003, Block Group 2, Census Tract 1308.03, Baltimore city, Maryland",8
245101308032004,"Block 2004, Block Group 2, Census Tract 1308.03, Baltimore city, Maryland",0
245101308032005,"Block 2005, Block Group 2, Census Tract 1308.03, Baltimore city, Maryland",117
245101308032006,"Block 2006, Block Group 2, Census Tract 1308.03, Baltimore city, Maryland",107
245101308032007,"Block 2007, Block Group 2, Census Tract 1308.03, Baltimore city, Maryland",45
245101308032008,"Block 2008, Block Group 2, Census Tract 1308.03, Baltimore city, Maryland",97
245101308032009,"Block 2009, Block Group 2, Census Tract 1308.03, Baltimore city, Maryland",59
245101308032010,"Block 2010, Block Group 2, Census Tract 1308.03, Baltimore city, Maryland",258
245101308032011,"Block 2011, Block Group 2, Census Tract 1308.03, Baltimore city, Maryland",36
245101308032012,"Block 2012, Block Group 2, Census Tract 1308.03, Baltimore city, Maryland",13
245101308032013,"Block 2013, Block Group 2, Census Tract 1308.03, Baltimore city, Maryland",59
245101308032014,"Block 2014, Block Group 2, Census Tract 1308.03, Baltimore city, Maryland",203
245101308032015,"Block 2015, Block Group 2, Census Tract 1308.03, Baltimore city, Maryland",38
245101308032016,"Block 2016, Block Group 2, Census Tract 1308.03, Baltimore city, Maryland",85
245101308033000,"Block 3000, Block Group 3, Census Tract 1308.03, Baltimore city, Maryland",107
245101308033001,"Block 3001, Block Group 3, Census Tract 1308.03, Baltimore city, Maryland",55
245101308033002,"Block 3002, Block Group 3, Census Tract 1308.03, Baltimore city, Maryland",0
245101308033003,"Block 3003, Block Group 3, Census Tract 1308.03, Baltimore city, Maryland",36
245101308033004,"Block 3004, Block Group 3, Census Tract 1308.03, Baltimore city, Maryland",0
245101308033005,"Block 3005, Block Group 3, Census Tract 1308.03, Baltimore city, Maryland",87
245101308033006,"Block 3006, Block Group 3, Census Tract 1308.03, Baltimore city, Maryland",57
245101308033007,"Block 3007, Block Group 3, Census Tract 1308.03, Baltimore city, Maryland",28
245101308033008,"Block 3008, Block Group 3, Census Tract 1308.03, Baltimore city, Maryland",31
245101308033009,"Block 3009, Block Group 3, Census Tract 1308.03, Baltimore city, Maryland",54
245101308033010,"Block 3010, Block Group 3, Census Tract 1308.03, Baltimore city, Maryland",54
245101308033011,"Block 3011, Block Group 3, Census Tract 1308.03, Baltimore city, Maryland",68
245101308033012,"Block 3012, Block Group 3, Census Tract 1308.03, Baltimore city, Maryland",22
245101308033013,"Block 3013, Block Group 3, Census Tract 1308.03, Baltimore city, Maryland",33
245101308033014,"Block 3014, Block Group 3, Census Tract 1308.03, Baltimore city, Maryland",26
245101308033015,"Block 3015, Block Group 3, Census Tract 1308.03, Baltimore city, Maryland",0
245101308033016,"Block 3016, Block Group 3, Census Tract 1308.03, Baltimore city, Maryland",67
245101308033017,"Block 3017, Block Group 3, Census Tract 1308.03, Baltimore city, Maryland",96
245101308033018,"Block 3018, Block Group 3, Census Tract 1308.03, Baltimore city, Maryland",28
245101308033019,"Block 3019, Block Group 3, Census Tract 1308.03, Baltimore city, Maryland",21
245101308033020,"Block 3020, Block Group 3, Census Tract 1308.03, Baltimore city, Maryland",21
245101308033021,"Block 3021, Block Group 3, Census Tract 1308.03, Baltimore city, Maryland",89
245101308041000,"Block 1000, Block Group 1, Census Tract 1308.04, Baltimore city, Maryland",96
245101308041001,"Block 1001, Block Group 1, Census Tract 1308.04, Baltimore city, Maryland",59
245101308041002,"Block 1002, Block Group 1, Census Tract 1308.04, Baltimore city, Maryland",49
245101308041003,"Block 1003, Block Group 1, Census Tract 1308.04, Baltimore city, Maryland",261
245101308041004,"Block 1004, Block Group 1, Census Tract 1308.04, Baltimore city, Maryland",16
245101308041005,"Block 1005, Block Group 1, Census Tract 1308.04, Baltimore city, Maryland",13
245101308041006,"Block 1006, Block Group 1, Census Tract 1308.04, Baltimore city, Maryland",0
245101308041007,"Block 1007, Block Group 1, Census Tract 1308.04, Baltimore city, Maryland",147
245101308041008,"Block 1008, Block Group 1, Census Tract 1308.04, Baltimore city, Maryland",70
245101308041009,"Block 1009, Block Group 1, Census Tract 1308.04, Baltimore city, Maryland",82
245101308041010,"Block 1010, Block Group 1, Census Tract 1308.04, Baltimore city, Maryland",3
245101308041011,"Block 1011, Block Group 1, Census Tract 1308.04, Baltimore city, Maryland",92
245101308042000,"Block 2000, Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",18
245101308042001,"Block 2001, Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",82
245101308042002,"Block 2002, Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",156
245101308042003,"Block 2003, Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",69
245101308042004,"Block 2004, Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",42
245101308042005,"Block 2005, Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",0
245101308042006,"Block 2006, Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",73
245101308042007,"Block 2007, Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",53
245101308042008,"Block 2008, Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",44
245101308042009,"Block 2009, Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",71
245101308042010,"Block 2010, Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",34
245101308042011,"Block 2011, Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",3
245101308042012,"Block 2012, Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",15
245101308042013,"Block 2013, Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",69
245101308042014,"Block 2014, Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",41
245101308042015,"Block 2015, Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",42
245101308042016,"Block 2016, Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",31
245101308042017,"Block 2017, Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",0
245101308042018,"Block 2018, Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",0
245101308042019,"Block 2019, Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",27
245101308042020,"Block 2020, Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",21
245101308042021,"Block 2021, Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",8
245101308042022,"Block 2022, Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",0
245101308042023,"Block 2023, Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",0
245101308042024,"Block 2024, Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",0
245101308042025,"Block 2025, Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",0
245101308042026,"Block 2026, Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",151
245101308042027,"Block 2027, Block Group 2, Census Tract 1308.04, Baltimore city, Maryland",17
245101308051000,"Block 1000, Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",0
245101308051001,"Block 1001, Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",3
245101308051002,"Block 1002, Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",0
245101308051003,"Block 1003, Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",0
245101308051004,"Block 1004, Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",144
245101308051005,"Block 1005, Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",104
245101308051006,"Block 1006, Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",3
245101308051007,"Block 1007, Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",50
245101308051008,"Block 1008, Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",66
245101308051009,"Block 1009, Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",0
245101308051010,"Block 1010, Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",0
245101308051011,"Block 1011, Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",0
245101308051012,"Block 1012, Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",315
245101308051013,"Block 1013, Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",0
245101308051014,"Block 1014, Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",0
245101308051015,"Block 1015, Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",0
245101308051016,"Block 1016, Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",0
245101308051017,"Block 1017, Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",0
245101308051018,"Block 1018, Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",0
245101308051019,"Block 1019, Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",0
245101308051020,"Block 1020, Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",0
245101308051021,"Block 1021, Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",0
245101308051022,"Block 1022, Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",0
245101308051023,"Block 1023, Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",163
245101308051024,"Block 1024, Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",50
245101308051025,"Block 1025, Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",0
245101308051026,"Block 1026, Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",0
245101308051027,"Block 1027, Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",87
245101308051028,"Block 1028, Block Group 1, Census Tract 1308.05, Baltimore city, Maryland",0
245101308061000,"Block 1000, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",0
245101308061001,"Block 1001, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",0
245101308061002,"Block 1002, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",32
245101308061003,"Block 1003, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",0
245101308061004,"Block 1004, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",0
245101308061005,"Block 1005, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",0
245101308061006,"Block 1006, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",0
245101308061007,"Block 1007, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",0
245101308061008,"Block 1008, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",218
245101308061009,"Block 1009, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",37
245101308061010,"Block 1010, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",90
245101308061011,"Block 1011, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",136
245101308061012,"Block 1012, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",3
245101308061013,"Block 1013, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",75
245101308061014,"Block 1014, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",19
245101308061015,"Block 1015, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",40
245101308061016,"Block 1016, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",165
245101308061017,"Block 1017, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",6
245101308061018,"Block 1018, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",6
245101308061019,"Block 1019, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",0
245101308061020,"Block 1020, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",0
245101308061021,"Block 1021, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",0
245101308061022,"Block 1022, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",8
245101308061023,"Block 1023, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",64
245101308061024,"Block 1024, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",0
245101308061025,"Block 1025, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",78
245101308061026,"Block 1026, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",24
245101308061027,"Block 1027, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",43
245101308061028,"Block 1028, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",0
245101308061029,"Block 1029, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",134
245101308061030,"Block 1030, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",192
245101308061031,"Block 1031, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",0
245101308061032,"Block 1032, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",0
245101308061033,"Block 1033, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",24
245101308061034,"Block 1034, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",1
245101308061035,"Block 1035, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",0
245101308061036,"Block 1036, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",21
245101308061037,"Block 1037, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",10
245101308061038,"Block 1038, Block Group 1, Census Tract 1308.06, Baltimore city, Maryland",5
245101401001000,"Block 1000, Block Group 1, Census Tract 1401, Baltimore city, Maryland",0
245101401001001,"Block 1001, Block Group 1, Census Tract 1401, Baltimore city, Maryland",0
245101401001002,"Block 1002, Block Group 1, Census Tract 1401, Baltimore city, Maryland",0
245101401001003,"Block 1003, Block Group 1, Census Tract 1401, Baltimore city, Maryland",92
245101401001004,"Block 1004, Block Group 1, Census Tract 1401, Baltimore city, Maryland",0
245101401001005,"Block 1005, Block Group 1, Census Tract 1401, Baltimore city, Maryland",96
245101401001006,"Block 1006, Block Group 1, Census Tract 1401, Baltimore city, Maryland",113
245101401001007,"Block 1007, Block Group 1, Census Tract 1401, Baltimore city, Maryland",211
245101401001008,"Block 1008, Block Group 1, Census Tract 1401, Baltimore city, Maryland",63
245101401001009,"Block 1009, Block Group 1, Census Tract 1401, Baltimore city, Maryland",50
245101401001010,"Block 1010, Block Group 1, Census Tract 1401, Baltimore city, Maryland",0
245101401001011,"Block 1011, Block Group 1, Census Tract 1401, Baltimore city, Maryland",0
245101401001012,"Block 1012, Block Group 1, Census Tract 1401, Baltimore city, Maryland",0
245101401001013,"Block 1013, Block Group 1, Census Tract 1401, Baltimore city, Maryland",6
245101401001014,"Block 1014, Block Group 1, Census Tract 1401, Baltimore city, Maryland",0
245101401001015,"Block 1015, Block Group 1, Census Tract 1401, Baltimore city, Maryland",0
245101401001016,"Block 1016, Block Group 1, Census Tract 1401, Baltimore city, Maryland",75
245101401001017,"Block 1017, Block Group 1, Census Tract 1401, Baltimore city, Maryland",50
245101401001018,"Block 1018, Block Group 1, Census Tract 1401, Baltimore city, Maryland",61
245101401001019,"Block 1019, Block Group 1, Census Tract 1401, Baltimore city, Maryland",461
245101401001020,"Block 1020, Block Group 1, Census Tract 1401, Baltimore city, Maryland",48
245101401002000,"Block 2000, Block Group 2, Census Tract 1401, Baltimore city, Maryland",6
245101401002001,"Block 2001, Block Group 2, Census Tract 1401, Baltimore city, Maryland",0
245101401002002,"Block 2002, Block Group 2, Census Tract 1401, Baltimore city, Maryland",193
245101401002003,"Block 2003, Block Group 2, Census Tract 1401, Baltimore city, Maryland",228
245101401002004,"Block 2004, Block Group 2, Census Tract 1401, Baltimore city, Maryland",77
245101401002005,"Block 2005, Block Group 2, Census Tract 1401, Baltimore city, Maryland",131
245101401002006,"Block 2006, Block Group 2, Census Tract 1401, Baltimore city, Maryland",84
245101401002007,"Block 2007, Block Group 2, Census Tract 1401, Baltimore city, Maryland",0
245101401002008,"Block 2008, Block Group 2, Census Tract 1401, Baltimore city, Maryland",0
245101401002009,"Block 2009, Block Group 2, Census Tract 1401, Baltimore city, Maryland",103
245101401002010,"Block 2010, Block Group 2, Census Tract 1401, Baltimore city, Maryland",319
245101401002011,"Block 2011, Block Group 2, Census Tract 1401, Baltimore city, Maryland",98
245101401002012,"Block 2012, Block Group 2, Census Tract 1401, Baltimore city, Maryland",43
245101401002013,"Block 2013, Block Group 2, Census Tract 1401, Baltimore city, Maryland",54
245101401003000,"Block 3000, Block Group 3, Census Tract 1401, Baltimore city, Maryland",140
245101401003001,"Block 3001, Block Group 3, Census Tract 1401, Baltimore city, Maryland",53
245101401003002,"Block 3002, Block Group 3, Census Tract 1401, Baltimore city, Maryland",4
245101401003003,"Block 3003, Block Group 3, Census Tract 1401, Baltimore city, Maryland",67
245101401003004,"Block 3004, Block Group 3, Census Tract 1401, Baltimore city, Maryland",99
245101401003005,"Block 3005, Block Group 3, Census Tract 1401, Baltimore city, Maryland",0
245101401003006,"Block 3006, Block Group 3, Census Tract 1401, Baltimore city, Maryland",75
245101401003007,"Block 3007, Block Group 3, Census Tract 1401, Baltimore city, Maryland",227
245101401003008,"Block 3008, Block Group 3, Census Tract 1401, Baltimore city, Maryland",58
245101401003009,"Block 3009, Block Group 3, Census Tract 1401, Baltimore city, Maryland",68
245101401003010,"Block 3010, Block Group 3, Census Tract 1401, Baltimore city, Maryland",0
245101401003011,"Block 3011, Block Group 3, Census Tract 1401, Baltimore city, Maryland",72
245101401003012,"Block 3012, Block Group 3, Census Tract 1401, Baltimore city, Maryland",0
245101401003013,"Block 3013, Block Group 3, Census Tract 1401, Baltimore city, Maryland",0
245101401003014,"Block 3014, Block Group 3, Census Tract 1401, Baltimore city, Maryland",0
245101401003015,"Block 3015, Block Group 3, Census Tract 1401, Baltimore city, Maryland",65
245101401003016,"Block 3016, Block Group 3, Census Tract 1401, Baltimore city, Maryland",0
245101401004000,"Block 4000, Block Group 4, Census Tract 1401, Baltimore city, Maryland",122
245101401004001,"Block 4001, Block Group 4, Census Tract 1401, Baltimore city, Maryland",76
245101401004002,"Block 4002, Block Group 4, Census Tract 1401, Baltimore city, Maryland",55
245101401004003,"Block 4003, Block Group 4, Census Tract 1401, Baltimore city, Maryland",366
245101401004004,"Block 4004, Block Group 4, Census Tract 1401, Baltimore city, Maryland",9
245101401004005,"Block 4005, Block Group 4, Census Tract 1401, Baltimore city, Maryland",43
245101401004006,"Block 4006, Block Group 4, Census Tract 1401, Baltimore city, Maryland",52
245101401004007,"Block 4007, Block Group 4, Census Tract 1401, Baltimore city, Maryland",55
245101401004008,"Block 4008, Block Group 4, Census Tract 1401, Baltimore city, Maryland",30
245101401004009,"Block 4009, Block Group 4, Census Tract 1401, Baltimore city, Maryland",82
245101401004010,"Block 4010, Block Group 4, Census Tract 1401, Baltimore city, Maryland",18
245101401004011,"Block 4011, Block Group 4, Census Tract 1401, Baltimore city, Maryland",73
245101401004012,"Block 4012, Block Group 4, Census Tract 1401, Baltimore city, Maryland",34
245101401004013,"Block 4013, Block Group 4, Census Tract 1401, Baltimore city, Maryland",69
245101401004014,"Block 4014, Block Group 4, Census Tract 1401, Baltimore city, Maryland",62
245101401004015,"Block 4015, Block Group 4, Census Tract 1401, Baltimore city, Maryland",14
245101401004016,"Block 4016, Block Group 4, Census Tract 1401, Baltimore city, Maryland",33
245101401004017,"Block 4017, Block Group 4, Census Tract 1401, Baltimore city, Maryland",68
245101401004018,"Block 4018, Block Group 4, Census Tract 1401, Baltimore city, Maryland",56
245101401004019,"Block 4019, Block Group 4, Census Tract 1401, Baltimore city, Maryland",10
245101401004020,"Block 4020, Block Group 4, Census Tract 1401, Baltimore city, Maryland",52
245101401004021,"Block 4021, Block Group 4, Census Tract 1401, Baltimore city, Maryland",5
245101402001000,"Block 1000, Block Group 1, Census Tract 1402, Baltimore city, Maryland",13
245101402001001,"Block 1001, Block Group 1, Census Tract 1402, Baltimore city, Maryland",22
245101402001002,"Block 1002, Block Group 1, Census Tract 1402, Baltimore city, Maryland",81
245101402001003,"Block 1003, Block Group 1, Census Tract 1402, Baltimore city, Maryland",31
245101402001004,"Block 1004, Block Group 1, Census Tract 1402, Baltimore city, Maryland",0
245101402001005,"Block 1005, Block Group 1, Census Tract 1402, Baltimore city, Maryland",0
245101402001006,"Block 1006, Block Group 1, Census Tract 1402, Baltimore city, Maryland",0
245101402001007,"Block 1007, Block Group 1, Census Tract 1402, Baltimore city, Maryland",0
245101402001008,"Block 1008, Block Group 1, Census Tract 1402, Baltimore city, Maryland",207
245101402001009,"Block 1009, Block Group 1, Census Tract 1402, Baltimore city, Maryland",0
245101402001010,"Block 1010, Block Group 1, Census Tract 1402, Baltimore city, Maryland",108
245101402001011,"Block 1011, Block Group 1, Census Tract 1402, Baltimore city, Maryland",0
245101402001012,"Block 1012, Block Group 1, Census Tract 1402, Baltimore city, Maryland",42
245101402001013,"Block 1013, Block Group 1, Census Tract 1402, Baltimore city, Maryland",34
245101402001014,"Block 1014, Block Group 1, Census Tract 1402, Baltimore city, Maryland",85
245101402001015,"Block 1015, Block Group 1, Census Tract 1402, Baltimore city, Maryland",49
245101402002000,"Block 2000, Block Group 2, Census Tract 1402, Baltimore city, Maryland",99
245101402002001,"Block 2001, Block Group 2, Census Tract 1402, Baltimore city, Maryland",38
245101402002002,"Block 2002, Block Group 2, Census Tract 1402, Baltimore city, Maryland",43
245101402002003,"Block 2003, Block Group 2, Census Tract 1402, Baltimore city, Maryland",50
245101402002004,"Block 2004, Block Group 2, Census Tract 1402, Baltimore city, Maryland",17
245101402002005,"Block 2005, Block Group 2, Census Tract 1402, Baltimore city, Maryland",0
245101402002006,"Block 2006, Block Group 2, Census Tract 1402, Baltimore city, Maryland",62
245101402002007,"Block 2007, Block Group 2, Census Tract 1402, Baltimore city, Maryland",73
245101402002008,"Block 2008, Block Group 2, Census Tract 1402, Baltimore city, Maryland",74
245101402002009,"Block 2009, Block Group 2, Census Tract 1402, Baltimore city, Maryland",60
245101402002010,"Block 2010, Block Group 2, Census Tract 1402, Baltimore city, Maryland",46
245101402002011,"Block 2011, Block Group 2, Census Tract 1402, Baltimore city, Maryland",56
245101402002012,"Block 2012, Block Group 2, Census Tract 1402, Baltimore city, Maryland",46
245101402002013,"Block 2013, Block Group 2, Census Tract 1402, Baltimore city, Maryland",51
245101402002014,"Block 2014, Block Group 2, Census Tract 1402, Baltimore city, Maryland",38
245101402002015,"Block 2015, Block Group 2, Census Tract 1402, Baltimore city, Maryland",22
245101402002016,"Block 2016, Block Group 2, Census Tract 1402, Baltimore city, Maryland",172
245101402003000,"Block 3000, Block Group 3, Census Tract 1402, Baltimore city, Maryland",24
245101402003001,"Block 3001, Block Group 3, Census Tract 1402, Baltimore city, Maryland",16
245101402003002,"Block 3002, Block Group 3, Census Tract 1402, Baltimore city, Maryland",0
245101402003003,"Block 3003, Block Group 3, Census Tract 1402, Baltimore city, Maryland",0
245101402003004,"Block 3004, Block Group 3, Census Tract 1402, Baltimore city, Maryland",0
245101402003005,"Block 3005, Block Group 3, Census Tract 1402, Baltimore city, Maryland",7
245101402003006,"Block 3006, Block Group 3, Census Tract 1402, Baltimore city, Maryland",34
245101402003007,"Block 3007, Block Group 3, Census Tract 1402, Baltimore city, Maryland",66
245101402003008,"Block 3008, Block Group 3, Census Tract 1402, Baltimore city, Maryland",83
245101402003009,"Block 3009, Block Group 3, Census Tract 1402, Baltimore city, Maryland",7
245101402003010,"Block 3010, Block Group 3, Census Tract 1402, Baltimore city, Maryland",49
245101402003011,"Block 3011, Block Group 3, Census Tract 1402, Baltimore city, Maryland",76
245101402003012,"Block 3012, Block Group 3, Census Tract 1402, Baltimore city, Maryland",27
245101402003013,"Block 3013, Block Group 3, Census Tract 1402, Baltimore city, Maryland",0
245101402003014,"Block 3014, Block Group 3, Census Tract 1402, Baltimore city, Maryland",164
245101402004000,"Block 4000, Block Group 4, Census Tract 1402, Baltimore city, Maryland",72
245101402004001,"Block 4001, Block Group 4, Census Tract 1402, Baltimore city, Maryland",0
245101402004002,"Block 4002, Block Group 4, Census Tract 1402, Baltimore city, Maryland",36
245101402004003,"Block 4003, Block Group 4, Census Tract 1402, Baltimore city, Maryland",119
245101402004004,"Block 4004, Block Group 4, Census Tract 1402, Baltimore city, Maryland",188
245101402004005,"Block 4005, Block Group 4, Census Tract 1402, Baltimore city, Maryland",0
245101402004006,"Block 4006, Block Group 4, Census Tract 1402, Baltimore city, Maryland",37
245101402004007,"Block 4007, Block Group 4, Census Tract 1402, Baltimore city, Maryland",51
245101402004008,"Block 4008, Block Group 4, Census Tract 1402, Baltimore city, Maryland",72
245101402004009,"Block 4009, Block Group 4, Census Tract 1402, Baltimore city, Maryland",0
245101402004010,"Block 4010, Block Group 4, Census Tract 1402, Baltimore city, Maryland",0
245101402004011,"Block 4011, Block Group 4, Census Tract 1402, Baltimore city, Maryland",9
245101402004012,"Block 4012, Block Group 4, Census Tract 1402, Baltimore city, Maryland",5
245101402004013,"Block 4013, Block Group 4, Census Tract 1402, Baltimore city, Maryland",73
245101402004014,"Block 4014, Block Group 4, Census Tract 1402, Baltimore city, Maryland",19
245101403001000,"Block 1000, Block Group 1, Census Tract 1403, Baltimore city, Maryland",3
245101403001001,"Block 1001, Block Group 1, Census Tract 1403, Baltimore city, Maryland",0
245101403001002,"Block 1002, Block Group 1, Census Tract 1403, Baltimore city, Maryland",0
245101403001003,"Block 1003, Block Group 1, Census Tract 1403, Baltimore city, Maryland",0
245101403001004,"Block 1004, Block Group 1, Census Tract 1403, Baltimore city, Maryland",24
245101403001005,"Block 1005, Block Group 1, Census Tract 1403, Baltimore city, Maryland",0
245101403001006,"Block 1006, Block Group 1, Census Tract 1403, Baltimore city, Maryland",40
245101403001007,"Block 1007, Block Group 1, Census Tract 1403, Baltimore city, Maryland",31
