geoid10,name,population_2010
245102602032005,"Block 2005, Block Group 2, Census Tract 2602.03, Baltimore city, Maryland",186
245102602032006,"Block 2006, Block Group 2, Census Tract 2602.03, Baltimore city, Maryland",107
245102602032007,"Block 2007, Block Group 2, Census Tract 2602.03, Baltimore city, Maryland",73
245102602032008,"Block 2008, Block Group 2, Census Tract 2602.03, Baltimore city, Maryland",24
245102602032009,"Block 2009, Block Group 2, Census Tract 2602.03, Baltimore city, Maryland",29
245102602032010,"Block 2010, Block Group 2, Census Tract 2602.03, Baltimore city, Maryland",0
245102602032011,"Block 2011, Block Group 2, Census Tract 2602.03, Baltimore city, Maryland",0
245102602032012,"Block 2012, Block Group 2, Census Tract 2602.03, Baltimore city, Maryland",169
245102602032013,"Block 2013, Block Group 2, Census Tract 2602.03, Baltimore city, Maryland",0
245102602032014,"Block 2014, Block Group 2, Census Tract 2602.03, Baltimore city, Maryland",0
245102602032015,"Block 2015, Block Group 2, Census Tract 2602.03, Baltimore city, Maryland",18
245102602032016,"Block 2016, Block Group 2, Census Tract 2602.03, Baltimore city, Maryland",0
245102602032017,"Block 2017, Block Group 2, Census Tract 2602.03, Baltimore city, Maryland",35
245102603011000,"Block 1000, Block Group 1, Census Tract 2603.01, Baltimore city, Maryland",9
245102603011001,"Block 1001, Block Group 1, Census Tract 2603.01, Baltimore city, Maryland",120
245102603011002,"Block 1002, Block Group 1, Census Tract 2603.01, Baltimore city, Maryland",103
245102603011003,"Block 1003, Block Group 1, Census Tract 2603.01, Baltimore city, Maryland",115
245102603011004,"Block 1004, Block Group 1, Census Tract 2603.01, Baltimore city, Maryland",132
245102603011005,"Block 1005, Block Group 1, Census Tract 2603.01, Baltimore city, Maryland",77
245102603011006,"Block 1006, Block Group 1, Census Tract 2603.01, Baltimore city, Maryland",67
245102603011007,"Block 1007, Block Group 1, Census Tract 2603.01, Baltimore city, Maryland",137
245102603011008,"Block 1008, Block Group 1, Census Tract 2603.01, Baltimore city, Maryland",83
245102603012000,"Block 2000, Block Group 2, Census Tract 2603.01, Baltimore city, Maryland",0
245102603012001,"Block 2001, Block Group 2, Census Tract 2603.01, Baltimore city, Maryland",68
245102603012002,"Block 2002, Block Group 2, Census Tract 2603.01, Baltimore city, Maryland",90
245102603012003,"Block 2003, Block Group 2, Census Tract 2603.01, Baltimore city, Maryland",95
245102603012004,"Block 2004, Block Group 2, Census Tract 2603.01, Baltimore city, Maryland",53
245102603012005,"Block 2005, Block Group 2, Census Tract 2603.01, Baltimore city, Maryland",82
245102603012006,"Block 2006, Block Group 2, Census Tract 2603.01, Baltimore city, Maryland",102
245102603012007,"Block 2007, Block Group 2, Census Tract 2603.01, Baltimore city, Maryland",8
245102603012008,"Block 2008, Block Group 2, Census Tract 2603.01, Baltimore city, Maryland",102
245102603012009,"Block 2009, Block Group 2, Census Tract 2603.01, Baltimore city, Maryland",129
245102603012010,"Block 2010, Block Group 2, Census Tract 2603.01, Baltimore city, Maryland",18
245102603012011,"Block 2011, Block Group 2, Census Tract 2603.01, Baltimore city, Maryland",158
245102603012012,"Block 2012, Block Group 2, Census Tract 2603.01, Baltimore city, Maryland",138
245102603012013,"Block 2013, Block Group 2, Census Tract 2603.01, Baltimore city, Maryland",0
245102603012014,"Block 2014, Block Group 2, Census Tract 2603.01, Baltimore city, Maryland",0
245102603013000,"Block 3000, Block Group 3, Census Tract 2603.01, Baltimore city, Maryland",112
245102603013001,"Block 3001, Block Group 3, Census Tract 2603.01, Baltimore city, Maryland",114
245102603013002,"Block 3002, Block Group 3, Census Tract 2603.01, Baltimore city, Maryland",0
245102603013003,"Block 3003, Block Group 3, Census Tract 2603.01, Baltimore city, Maryland",60
245102603013004,"Block 3004, Block Group 3, Census Tract 2603.01, Baltimore city, Maryland",59
245102603013005,"Block 3005, Block Group 3, Census Tract 2603.01, Baltimore city, Maryland",118
245102603013006,"Block 3006, Block Group 3, Census Tract 2603.01, Baltimore city, Maryland",178
245102603013007,"Block 3007, Block Group 3, Census Tract 2603.01, Baltimore city, Maryland",60
245102603013008,"Block 3008, Block Group 3, Census Tract 2603.01, Baltimore city, Maryland",86
245102603013009,"Block 3009, Block Group 3, Census Tract 2603.01, Baltimore city, Maryland",37
245102603014000,"Block 4000, Block Group 4, Census Tract 2603.01, Baltimore city, Maryland",25
245102603014001,"Block 4001, Block Group 4, Census Tract 2603.01, Baltimore city, Maryland",77
245102603014002,"Block 4002, Block Group 4, Census Tract 2603.01, Baltimore city, Maryland",26
245102603014003,"Block 4003, Block Group 4, Census Tract 2603.01, Baltimore city, Maryland",22
245102603014004,"Block 4004, Block Group 4, Census Tract 2603.01, Baltimore city, Maryland",19
245102603014005,"Block 4005, Block Group 4, Census Tract 2603.01, Baltimore city, Maryland",4
245102603014006,"Block 4006, Block Group 4, Census Tract 2603.01, Baltimore city, Maryland",90
245102603014007,"Block 4007, Block Group 4, Census Tract 2603.01, Baltimore city, Maryland",51
245102603014008,"Block 4008, Block Group 4, Census Tract 2603.01, Baltimore city, Maryland",74
245102603014009,"Block 4009, Block Group 4, Census Tract 2603.01, Baltimore city, Maryland",70
245102603014010,"Block 4010, Block Group 4, Census Tract 2603.01, Baltimore city, Maryland",35
245102603014011,"Block 4011, Block Group 4, Census Tract 2603.01, Baltimore city, Maryland",51
245102603014012,"Block 4012, Block Group 4, Census Tract 2603.01, Baltimore city, Maryland",35
245102603014013,"Block 4013, Block Group 4, Census Tract 2603.01, Baltimore city, Maryland",24
245102603014014,"Block 4014, Block Group 4, Census Tract 2603.01, Baltimore city, Maryland",39
245102603014015,"Block 4015, Block Group 4, Census Tract 2603.01, Baltimore city, Maryland",32
245102603014016,"Block 4016, Block Group 4, Census Tract 2603.01, Baltimore city, Maryland",50
245102603014017,"Block 4017, Block Group 4, Census Tract 2603.01, Baltimore city, Maryland",49
245102603015000,"Block 5000, Block Group 5, Census Tract 2603.01, Baltimore city, Maryland",10
245102603015001,"Block 5001, Block Group 5, Census Tract 2603.01, Baltimore city, Maryland",48
245102603015002,"Block 5002, Block Group 5, Census Tract 2603.01, Baltimore city, Maryland",57
245102603015003,"Block 5003, Block Group 5, Census Tract 2603.01, Baltimore city, Maryland",37
245102603015004,"Block 5004, Block Group 5, Census Tract 2603.01, Baltimore city, Maryland",44
245102603015005,"Block 5005, Block Group 5, Census Tract 2603.01, Baltimore city, Maryland",46
245102603015006,"Block 5006, Block Group 5, Census Tract 2603.01, Baltimore city, Maryland",25
245102603015007,"Block 5007, Block Group 5, Census Tract 2603.01, Baltimore city, Maryland",64
245102603015008,"Block 5008, Block Group 5, Census Tract 2603.01, Baltimore city, Maryland",5
245102603015009,"Block 5009, Block Group 5, Census Tract 2603.01, Baltimore city, Maryland",94
245102603015010,"Block 5010, Block Group 5, Census Tract 2603.01, Baltimore city, Maryland",7
245102603015011,"Block 5011, Block Group 5, Census Tract 2603.01, Baltimore city, Maryland",87
245102603015012,"Block 5012, Block Group 5, Census Tract 2603.01, Baltimore city, Maryland",0
245102603015013,"Block 5013, Block Group 5, Census Tract 2603.01, Baltimore city, Maryland",0
245102603015014,"Block 5014, Block Group 5, Census Tract 2603.01, Baltimore city, Maryland",223
245102603015015,"Block 5015, Block Group 5, Census Tract 2603.01, Baltimore city, Maryland",39
245102603015016,"Block 5016, Block Group 5, Census Tract 2603.01, Baltimore city, Maryland",59
245102603015017,"Block 5017, Block Group 5, Census Tract 2603.01, Baltimore city, Maryland",0
245102603015018,"Block 5018, Block Group 5, Census Tract 2603.01, Baltimore city, Maryland",84
245102603015019,"Block 5019, Block Group 5, Census Tract 2603.01, Baltimore city, Maryland",0
245102603015020,"Block 5020, Block Group 5, Census Tract 2603.01, Baltimore city, Maryland",0
245102603015021,"Block 5021, Block Group 5, Census Tract 2603.01, Baltimore city, Maryland",0
245102603015022,"Block 5022, Block Group 5, Census Tract 2603.01, Baltimore city, Maryland",0
245102603015023,"Block 5023, Block Group 5, Census Tract 2603.01, Baltimore city, Maryland",68
245102603015024,"Block 5024, Block Group 5, Census Tract 2603.01, Baltimore city, Maryland",0
245102603015025,"Block 5025, Block Group 5, Census Tract 2603.01, Baltimore city, Maryland",453
245102603021000,"Block 1000, Block Group 1, Census Tract 2603.02, Baltimore city, Maryland",62
245102603021001,"Block 1001, Block Group 1, Census Tract 2603.02, Baltimore city, Maryland",7
245102603021002,"Block 1002, Block Group 1, Census Tract 2603.02, Baltimore city, Maryland",57
245102603021003,"Block 1003, Block Group 1, Census Tract 2603.02, Baltimore city, Maryland",52
245102603021004,"Block 1004, Block Group 1, Census Tract 2603.02, Baltimore city, Maryland",0
245102603021005,"Block 1005, Block Group 1, Census Tract 2603.02, Baltimore city, Maryland",0
245102603021006,"Block 1006, Block Group 1, Census Tract 2603.02, Baltimore city, Maryland",50
245102603021007,"Block 1007, Block Group 1, Census Tract 2603.02, Baltimore city, Maryland",57
245102603021008,"Block 1008, Block Group 1, Census Tract 2603.02, Baltimore city, Maryland",55
245102603021009,"Block 1009, Block Group 1, Census Tract 2603.02, Baltimore city, Maryland",45
245102603021010,"Block 1010, Block Group 1, Census Tract 2603.02, Baltimore city, Maryland",94
245102603021011,"Block 1011, Block Group 1, Census Tract 2603.02, Baltimore city, Maryland",46
245102603021012,"Block 1012, Block Group 1, Census Tract 2603.02, Baltimore city, Maryland",34
245102603021013,"Block 1013, Block Group 1, Census Tract 2603.02, Baltimore city, Maryland",43
245102603021014,"Block 1014, Block Group 1, Census Tract 2603.02, Baltimore city, Maryland",47
245102603022000,"Block 2000, Block Group 2, Census Tract 2603.02, Baltimore city, Maryland",58
245102603022001,"Block 2001, Block Group 2, Census Tract 2603.02, Baltimore city, Maryland",0
245102603022002,"Block 2002, Block Group 2, Census Tract 2603.02, Baltimore city, Maryland",81
245102603022003,"Block 2003, Block Group 2, Census Tract 2603.02, Baltimore city, Maryland",111
245102603022004,"Block 2004, Block Group 2, Census Tract 2603.02, Baltimore city, Maryland",107
245102603022005,"Block 2005, Block Group 2, Census Tract 2603.02, Baltimore city, Maryland",48
245102603022006,"Block 2006, Block Group 2, Census Tract 2603.02, Baltimore city, Maryland",39
245102603022007,"Block 2007, Block Group 2, Census Tract 2603.02, Baltimore city, Maryland",82
245102603022008,"Block 2008, Block Group 2, Census Tract 2603.02, Baltimore city, Maryland",25
245102603022009,"Block 2009, Block Group 2, Census Tract 2603.02, Baltimore city, Maryland",163
245102603022010,"Block 2010, Block Group 2, Census Tract 2603.02, Baltimore city, Maryland",0
245102603022011,"Block 2011, Block Group 2, Census Tract 2603.02, Baltimore city, Maryland",70
245102603022012,"Block 2012, Block Group 2, Census Tract 2603.02, Baltimore city, Maryland",69
245102603022013,"Block 2013, Block Group 2, Census Tract 2603.02, Baltimore city, Maryland",1
245102603022014,"Block 2014, Block Group 2, Census Tract 2603.02, Baltimore city, Maryland",56
245102603023000,"Block 3000, Block Group 3, Census Tract 2603.02, Baltimore city, Maryland",44
245102603023001,"Block 3001, Block Group 3, Census Tract 2603.02, Baltimore city, Maryland",37
245102603023002,"Block 3002, Block Group 3, Census Tract 2603.02, Baltimore city, Maryland",132
245102603023003,"Block 3003, Block Group 3, Census Tract 2603.02, Baltimore city, Maryland",111
245102603023004,"Block 3004, Block Group 3, Census Tract 2603.02, Baltimore city, Maryland",49
245102603023005,"Block 3005, Block Group 3, Census Tract 2603.02, Baltimore city, Maryland",55
245102603023006,"Block 3006, Block Group 3, Census Tract 2603.02, Baltimore city, Maryland",21
245102603023007,"Block 3007, Block Group 3, Census Tract 2603.02, Baltimore city, Maryland",82
245102603023008,"Block 3008, Block Group 3, Census Tract 2603.02, Baltimore city, Maryland",0
245102603023009,"Block 3009, Block Group 3, Census Tract 2603.02, Baltimore city, Maryland",0
245102603023010,"Block 3010, Block Group 3, Census Tract 2603.02, Baltimore city, Maryland",0
245102603023011,"Block 3011, Block Group 3, Census Tract 2603.02, Baltimore city, Maryland",29
245102603023012,"Block 3012, Block Group 3, Census Tract 2603.02, Baltimore city, Maryland",25
245102603023013,"Block 3013, Block Group 3, Census Tract 2603.02, Baltimore city, Maryland",17
245102603023014,"Block 3014, Block Group 3, Census Tract 2603.02, Baltimore city, Maryland",83
245102603023015,"Block 3015, Block Group 3, Census Tract 2603.02, Baltimore city, Maryland",29
245102603023016,"Block 3016, Block Group 3, Census Tract 2603.02, Baltimore city, Maryland",34
245102603023017,"Block 3017, Block Group 3, Census Tract 2603.02, Baltimore city, Maryland",33
245102603023018,"Block 3018, Block Group 3, Census Tract 2603.02, Baltimore city, Maryland",10
245102603024000,"Block 4000, Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",270
245102603024001,"Block 4001, Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",133
245102603024002,"Block 4002, Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",195
245102603024003,"Block 4003, Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",51
245102603024004,"Block 4004, Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",55
245102603024005,"Block 4005, Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",24
245102603024006,"Block 4006, Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",50
245102603024007,"Block 4007, Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",109
245102603024008,"Block 4008, Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",79
245102603024009,"Block 4009, Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",55
245102603024010,"Block 4010, Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",67
245102603024011,"Block 4011, Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",77
245102603024012,"Block 4012, Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",33
245102603024013,"Block 4013, Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",65
245102603024014,"Block 4014, Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",62
245102603024015,"Block 4015, Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",62
245102603024016,"Block 4016, Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",34
245102603024017,"Block 4017, Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",50
245102603024018,"Block 4018, Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",45
245102603024019,"Block 4019, Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",17
245102603024020,"Block 4020, Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",62
245102603024021,"Block 4021, Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",57
245102603024022,"Block 4022, Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",68
245102603024023,"Block 4023, Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",55
245102603024024,"Block 4024, Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",26
245102603024025,"Block 4025, Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",83
245102603024026,"Block 4026, Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",74
245102603025000,"Block 5000, Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",53
245102603025001,"Block 5001, Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",51
245102603025002,"Block 5002, Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",29
245102603025003,"Block 5003, Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",0
245102603025004,"Block 5004, Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",0
245102603025005,"Block 5005, Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",76
245102603025006,"Block 5006, Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",72
245102603025007,"Block 5007, Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",74
245102603025008,"Block 5008, Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",0
245102603025009,"Block 5009, Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",30
245102603025010,"Block 5010, Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",30
245102603025011,"Block 5011, Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",29
245102603025012,"Block 5012, Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",31
245102603025013,"Block 5013, Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",25
245102603025014,"Block 5014, Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",33
245102603025015,"Block 5015, Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",0
245102603025016,"Block 5016, Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",0
245102603025017,"Block 5017, Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",37
245102603025018,"Block 5018, Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",6
245102603025019,"Block 5019, Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",10
245102603025020,"Block 5020, Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",0
245102603025021,"Block 5021, Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",96
245102603025022,"Block 5022, Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",0
245102603025023,"Block 5023, Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",0
245102603025024,"Block 5024, Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",0
245102603025025,"Block 5025, Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",21
245102603025026,"Block 5026, Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",25
245102603025027,"Block 5027, Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",0
245102603025028,"Block 5028, Block Group 5, Census Tract 2603.02, Baltimore city, Maryland",0
245102603026000,"Block 6000, Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",0
245102603026001,"Block 6001, Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",62
245102603026002,"Block 6002, Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",85
245102603026003,"Block 6003, Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",0
245102603026004,"Block 6004, Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",2
245102603026005,"Block 6005, Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",57
245102603026006,"Block 6006, Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",52
245102603026007,"Block 6007, Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",0
245102603026008,"Block 6008, Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",114
245102603026009,"Block 6009, Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",14
245102603026010,"Block 6010, Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",0
245102603026011,"Block 6011, Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",81
245102603026012,"Block 6012, Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",83
245102603026013,"Block 6013, Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",0
245102603026014,"Block 6014, Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",24
245102603026015,"Block 6015, Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",0
245102603026016,"Block 6016, Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",0
245102603026017,"Block 6017, Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",2
245102603026018,"Block 6018, Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",13
245102603026019,"Block 6019, Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",103
245102603026020,"Block 6020, Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",24
245102603026021,"Block 6021, Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",41
245102603026022,"Block 6022, Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",75
245102603026023,"Block 6023, Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",97
245102603026024,"Block 6024, Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",102
245102603026025,"Block 6025, Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",0
245102603026026,"Block 6026, Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",0
245102603026027,"Block 6027, Block Group 6, Census Tract 2603.02, Baltimore city, Maryland",27
245102603031000,"Block 1000, Block Group 1, Census Tract 2603.03, Baltimore city, Maryland",0
245102603031001,"Block 1001, Block Group 1, Census Tract 2603.03, Baltimore city, Maryland",0
245102603031002,"Block 1002, Block Group 1, Census Tract 2603.03, Baltimore city, Maryland",509
245102603031003,"Block 1003, Block Group 1, Census Tract 2603.03, Baltimore city, Maryland",0
245102603031004,"Block 1004, Block Group 1, Census Tract 2603.03, Baltimore city, Maryland",0
245102603031005,"Block 1005, Block Group 1, Census Tract 2603.03, Baltimore city, Maryland",1
245102603031006,"Block 1006, Block Group 1, Census Tract 2603.03, Baltimore city, Maryland",17
245102603031007,"Block 1007, Block Group 1, Census Tract 2603.03, Baltimore city, Maryland",0
245102603031008,"Block 1008, Block Group 1, Census Tract 2603.03, Baltimore city, Maryland",0
245102603031009,"Block 1009, Block Group 1, Census Tract 2603.03, Baltimore city, Maryland",0
245102603031010,"Block 1010, Block Group 1, Census Tract 2603.03, Baltimore city, Maryland",0
245102603031011,"Block 1011, Block Group 1, Census Tract 2603.03, Baltimore city, Maryland",0
245102603031012,"Block 1012, Block Group 1, Census Tract 2603.03, Baltimore city, Maryland",4
245102603031013,"Block 1013, Block Group 1, Census Tract 2603.03, Baltimore city, Maryland",0
245102603031014,"Block 1014, Block Group 1, Census Tract 2603.03, Baltimore city, Maryland",0
245102603031015,"Block 1015, Block Group 1, Census Tract 2603.03, Baltimore city, Maryland",114
245102603031016,"Block 1016, Block Group 1, Census Tract 2603.03, Baltimore city, Maryland",133
245102604011000,"Block 1000, Block Group 1, Census Tract 2604.01, Baltimore city, Maryland",126
245102604011001,"Block 1001, Block Group 1, Census Tract 2604.01, Baltimore city, Maryland",30
245102604011002,"Block 1002, Block Group 1, Census Tract 2604.01, Baltimore city, Maryland",8
245102604011003,"Block 1003, Block Group 1, Census Tract 2604.01, Baltimore city, Maryland",94
245102604011004,"Block 1004, Block Group 1, Census Tract 2604.01, Baltimore city, Maryland",0
245102604011005,"Block 1005, Block Group 1, Census Tract 2604.01, Baltimore city, Maryland",4
245102604011006,"Block 1006, Block Group 1, Census Tract 2604.01, Baltimore city, Maryland",40
245102604011007,"Block 1007, Block Group 1, Census Tract 2604.01, Baltimore city, Maryland",86
245102604011008,"Block 1008, Block Group 1, Census Tract 2604.01, Baltimore city, Maryland",4
245102604011009,"Block 1009, Block Group 1, Census Tract 2604.01, Baltimore city, Maryland",89
245102604011010,"Block 1010, Block Group 1, Census Tract 2604.01, Baltimore city, Maryland",0
245102604011011,"Block 1011, Block Group 1, Census Tract 2604.01, Baltimore city, Maryland",29
245102604011012,"Block 1012, Block Group 1, Census Tract 2604.01, Baltimore city, Maryland",10
245102604011013,"Block 1013, Block Group 1, Census Tract 2604.01, Baltimore city, Maryland",0
245102604011014,"Block 1014, Block Group 1, Census Tract 2604.01, Baltimore city, Maryland",51
245102604011015,"Block 1015, Block Group 1, Census Tract 2604.01, Baltimore city, Maryland",72
245102604011016,"Block 1016, Block Group 1, Census Tract 2604.01, Baltimore city, Maryland",44
245102604011017,"Block 1017, Block Group 1, Census Tract 2604.01, Baltimore city, Maryland",22
245102604011018,"Block 1018, Block Group 1, Census Tract 2604.01, Baltimore city, Maryland",66
245102604011019,"Block 1019, Block Group 1, Census Tract 2604.01, Baltimore city, Maryland",112
245102604011020,"Block 1020, Block Group 1, Census Tract 2604.01, Baltimore city, Maryland",41
245102604011021,"Block 1021, Block Group 1, Census Tract 2604.01, Baltimore city, Maryland",116
245102604012000,"Block 2000, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",97
245102604012001,"Block 2001, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",16
245102604012002,"Block 2002, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",62
245102604012003,"Block 2003, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",19
245102604012004,"Block 2004, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",0
245102604012005,"Block 2005, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",1
245102604012006,"Block 2006, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",0
245102604012007,"Block 2007, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",0
245102604012008,"Block 2008, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",0
245102604012009,"Block 2009, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",0
245102604012010,"Block 2010, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",0
245102604012011,"Block 2011, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",0
245102604012012,"Block 2012, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",0
245102604012013,"Block 2013, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",0
245102604012014,"Block 2014, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",0
245102604012015,"Block 2015, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",0
245102604012016,"Block 2016, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",0
245102604012017,"Block 2017, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",0
245102604012018,"Block 2018, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",0
245102604012019,"Block 2019, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",0
245102604012020,"Block 2020, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",39
245102604012021,"Block 2021, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",81
245102604012022,"Block 2022, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",195
245102604012023,"Block 2023, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",297
245102604012024,"Block 2024, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",0
245102604012025,"Block 2025, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",21
245102604012026,"Block 2026, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",0
245102604012027,"Block 2027, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",80
245102604012028,"Block 2028, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",71
245102604012029,"Block 2029, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",157
245102604012030,"Block 2030, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",120
245102604012031,"Block 2031, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",0
245102604012032,"Block 2032, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",67
245102604012033,"Block 2033, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",10
245102604012034,"Block 2034, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",70
245102604012035,"Block 2035, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",0
245102604012036,"Block 2036, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",0
245102604012037,"Block 2037, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",0
245102604012038,"Block 2038, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",165
245102604012039,"Block 2039, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",18
245102604012040,"Block 2040, Block Group 2, Census Tract 2604.01, Baltimore city, Maryland",55
245102604013000,"Block 3000, Block Group 3, Census Tract 2604.01, Baltimore city, Maryland",25
245102604013001,"Block 3001, Block Group 3, Census Tract 2604.01, Baltimore city, Maryland",141
245102604013002,"Block 3002, Block Group 3, Census Tract 2604.01, Baltimore city, Maryland",102
245102604013003,"Block 3003, Block Group 3, Census Tract 2604.01, Baltimore city, Maryland",67
245102604013004,"Block 3004, Block Group 3, Census Tract 2604.01, Baltimore city, Maryland",31
245102604013005,"Block 3005, Block Group 3, Census Tract 2604.01, Baltimore city, Maryland",68
