nsa_name,temp_mean,temp_median,temp_min,temp_max
Seton Hill,35.510866988468365,35.4764518737793,34.8231391906738,35.3262100219727
Sharp-Leadenhall,35.37159573507496,35.41254997253415,34.5243492126465,35.2838592529297
Shipley Hill,35.342715153613625,35.4148616790771,33.7321853637695,34.7363128662109
South Baltimore,35.252472088351745,35.3240261077881,34.2036018371582,35.0821342468262
South Clifton Park,35.92843209394231,35.9940204620361,34.9492225646973,35.0476188659668
Spring Garden Industrial Area,35.081559385214256,35.157748222351046,34.3421516418457,34.9089469909668
Stadium Area,35.59469476023527,35.58218574523925,34.1299095153809,34.9296913146973
Stonewood-Pentwood-Winston,34.57622512647063,34.576816558837905,33.2170333862305,34.4325714111328
Taylor Heights,34.08524872033277,34.09675884246825,30.8182201385498,33.8131561279297
Ten Hills,33.56286552574453,33.6909942626953,30.3350372314453,33.7821388244629
The Orchards,34.127767001571726,34.1816158294678,33.2415962219238,33.7665977478027
Towanda-Grantley,35.08305838879188,35.1594200134277,33.6737785339355,34.8078002929688
Tremont,34.902431843049165,34.9538230895996,34.3540344238281,34.8520393371582
Tuscany-Canterbury,34.41824320971146,34.5154552459717,33.0098419189453,33.8347396850586
Union Square,35.13535159292283,35.0014877319336,33.8161354064941,34.2345275878906
University Of Maryland,35.193570161494485,35.2070827484131,34.2146987915039,34.9124374389648
Unnamed,34.21852144975319,34.6487560272217,31.2591724395752,31.8537902832031
Uplands,34.25420972326769,34.377845764160156,30.351432800293,33.794548034668
Upper Fells Point,35.465526847971454,35.39126682281495,34.7470016479492,35.2256851196289
Upton,35.37097557077496,35.3305015563965,34.5662384033203,34.807186126709
Villages Of Homeland,34.57175984797212,34.5719718933105,33.8220024108887,34.6365623474121
Violetville,35.2259494190291,35.30280685424805,34.2794342041016,34.5319747924805
Wakefield,32.98951166817108,33.4034729003906,30.7394065856934,31.9480094909668
Walbrook,34.56839907166563,34.6242218017578,33.258243560791,33.8678131103516
